Disease type,Sex,LHD,Period,"Rate per 100,000 population",LL 95% CI,UL 95% CI
Other respiratory diseases,Males,South Western Sydney LHD,12/13,690.3,665.5,715.8
Other respiratory diseases,Males,South Western Sydney LHD,13/14,666.5,642.5,691.3
Other respiratory diseases,Males,South Western Sydney LHD,14/15,680.1,656.1,704.7
Other respiratory diseases,Males,South Western Sydney LHD,15/16,686.9,663,711.3
Other respiratory diseases,Males,South Western Sydney LHD,16/17,643.2,620.6,666.5
Other respiratory diseases,Males,South Western Sydney LHD,17/18,687.1,663.9,710.8
Other respiratory diseases,Males,South Western Sydney LHD,18/19,637.5,615.5,660.1
Other respiratory diseases,Males,South Western Sydney LHD,19/20,559.5,539.2,580.5
Other respiratory diseases,Males,South Western Sydney LHD,20/21,722.5,699.6,745.9
Other respiratory diseases,Males,South Western Sydney LHD,21/22,610,589.2,631.5
Other respiratory diseases,Males,South Eastern Sydney LHD,01/02,560.9,536.6,586
Other respiratory diseases,Males,South Eastern Sydney LHD,02/03,597.7,572.8,623.4
Other respiratory diseases,Males,South Eastern Sydney LHD,03/04,574.2,549.8,599.3
Other respiratory diseases,Males,South Eastern Sydney LHD,04/05,598.5,573.7,624.2
Other respiratory diseases,Males,South Eastern Sydney LHD,05/06,574.2,550,599.2
Other respiratory diseases,Males,South Eastern Sydney LHD,06/07,602.5,577.9,628
Other respiratory diseases,Males,South Eastern Sydney LHD,07/08,676.2,650.1,703
Other respiratory diseases,Males,South Eastern Sydney LHD,08/09,673.6,647.9,700.1
Other respiratory diseases,Males,South Eastern Sydney LHD,09/10,668.6,643.2,694.7
Other respiratory diseases,Males,South Eastern Sydney LHD,10/11,672.4,646.9,698.5
Other respiratory diseases,Males,South Eastern Sydney LHD,11/12,661.3,636.4,686.9
Other respiratory diseases,Males,South Eastern Sydney LHD,12/13,647.4,623,672.6
Other respiratory diseases,Males,South Eastern Sydney LHD,13/14,634.4,610.5,659.1
Other respiratory diseases,Males,South Eastern Sydney LHD,14/15,652.3,628,677.2
Other respiratory diseases,Males,South Eastern Sydney LHD,15/16,662.2,638,687
Other respiratory diseases,Males,South Eastern Sydney LHD,16/17,648.5,624.7,672.9
Other respiratory diseases,Males,South Eastern Sydney LHD,17/18,633.3,609.8,657.5
Other respiratory diseases,Males,South Eastern Sydney LHD,18/19,591,568.5,614.2
Other respiratory diseases,Males,South Eastern Sydney LHD,19/20,511.2,490.4,532.7
Other respiratory diseases,Males,South Eastern Sydney LHD,20/21,667.2,643.1,691.9
Other respiratory diseases,Males,South Eastern Sydney LHD,21/22,610,587.1,633.6
Other respiratory diseases,Males,Illawarra Shoalhaven LHD,01/02,693.9,655.6,733.8
Other respiratory diseases,Males,Illawarra Shoalhaven LHD,02/03,602.7,567.2,639.9
Other respiratory diseases,Males,Illawarra Shoalhaven LHD,03/04,595.7,560.6,632.5
Other respiratory diseases,Males,Illawarra Shoalhaven LHD,04/05,547.1,513.4,582.3
Other respiratory diseases,Males,Illawarra Shoalhaven LHD,05/06,572.6,538.2,608.5
Other respiratory diseases,Males,Illawarra Shoalhaven LHD,06/07,543.4,510,578.5
Other respiratory diseases,Males,Illawarra Shoalhaven LHD,07/08,631,595.2,668.4
Other respiratory diseases,Males,Illawarra Shoalhaven LHD,08/09,694,656.7,733
Other respiratory diseases,Males,Illawarra Shoalhaven LHD,09/10,671.7,635.3,709.7
Other respiratory diseases,Males,Illawarra Shoalhaven LHD,10/11,756.2,717.4,796.4
Other respiratory diseases,Males,Illawarra Shoalhaven LHD,11/12,740.5,702.6,780
Other respiratory diseases,Males,Illawarra Shoalhaven LHD,12/13,758.6,720.3,798.4
Other respiratory diseases,Males,Illawarra Shoalhaven LHD,13/14,674.8,639.3,711.8
Other respiratory diseases,Males,Illawarra Shoalhaven LHD,14/15,768.2,730.1,807.7
Other respiratory diseases,Males,Illawarra Shoalhaven LHD,15/16,744,706.7,782.8
Other respiratory diseases,Males,Illawarra Shoalhaven LHD,16/17,689.1,653.3,726.3
Other respiratory diseases,Males,Illawarra Shoalhaven LHD,17/18,718,681.5,755.9
Other respiratory diseases,Males,Illawarra Shoalhaven LHD,18/19,660.8,626.1,697
Other respiratory diseases,Males,Illawarra Shoalhaven LHD,19/20,550.5,519.3,583.2
Other respiratory diseases,Males,Illawarra Shoalhaven LHD,20/21,685.7,650.8,721.9
Other respiratory diseases,Males,Illawarra Shoalhaven LHD,21/22,541.4,510.6,573.5
Other respiratory diseases,Males,Western Sydney LHD,01/02,525.2,499.9,551.5
Other respiratory diseases,Males,Western Sydney LHD,02/03,518.3,493.1,544.4
Other respiratory diseases,Males,Western Sydney LHD,03/04,521,495.8,547.2
Other respiratory diseases,Males,Western Sydney LHD,04/05,492.1,468.2,516.9
Other respiratory diseases,Males,Western Sydney LHD,05/06,474.6,451.3,498.7
Other respiratory diseases,Males,Western Sydney LHD,06/07,493.1,469.7,517.5
Other respiratory diseases,Males,Western Sydney LHD,07/08,490.4,467.4,514.2
Other respiratory diseases,Males,Western Sydney LHD,08/09,516.3,492.9,540.5
Other respiratory diseases,Males,Western Sydney LHD,09/10,545.5,521.7,570.1
Other respiratory diseases,Males,Western Sydney LHD,10/11,543.1,519.8,567.1
Other respiratory diseases,Males,Western Sydney LHD,11/12,557.7,534.3,582
Other respiratory diseases,Males,Western Sydney LHD,12/13,592.1,568.4,616.5
Other respiratory diseases,Males,Western Sydney LHD,13/14,606.6,582.9,631
Other respiratory diseases,Males,Western Sydney LHD,14/15,628.8,605.1,653.3
Other respiratory diseases,Males,Western Sydney LHD,15/16,624.2,600.9,648.2
Other respiratory diseases,Males,Western Sydney LHD,16/17,623.8,600.9,647.2
Other respiratory diseases,Males,Western Sydney LHD,17/18,624.1,601.4,647.3
Other respiratory diseases,Males,Western Sydney LHD,18/19,619.1,596.9,641.9
Other respiratory diseases,Males,Western Sydney LHD,19/20,555.7,534.9,577.1
Other respiratory diseases,Males,Western Sydney LHD,20/21,650.3,628.2,672.9
Other respiratory diseases,Males,Western Sydney LHD,21/22,618.5,597.1,640.4
Other respiratory diseases,Males,Nepean Blue Mountains LHD,01/02,581.2,542.7,621.7
Other respiratory diseases,Males,Nepean Blue Mountains LHD,02/03,506.9,471.6,544.2
Other respiratory diseases,Males,Nepean Blue Mountains LHD,03/04,471.1,436.6,507.7
Other respiratory diseases,Males,Nepean Blue Mountains LHD,04/05,500.6,464.8,538.4
Other respiratory diseases,Males,Nepean Blue Mountains LHD,05/06,529.7,492.8,568.6
Other respiratory diseases,Males,Nepean Blue Mountains LHD,06/07,500.5,465.1,537.8
Other respiratory diseases,Males,Nepean Blue Mountains LHD,07/08,511,475.6,548.3
Other respiratory diseases,Males,Nepean Blue Mountains LHD,08/09,546.2,509.5,584.8
Other respiratory diseases,Males,Nepean Blue Mountains LHD,09/10,537.6,501.9,575.2
Other respiratory diseases,Males,Nepean Blue Mountains LHD,10/11,622.3,584.4,661.9
Other respiratory diseases,Males,Nepean Blue Mountains LHD,11/12,570,533.8,608
Other respiratory diseases,Males,Nepean Blue Mountains LHD,12/13,601.5,564.6,640.2
Other respiratory diseases,Males,Nepean Blue Mountains LHD,13/14,619.5,582.4,658.3
Other respiratory diseases,Males,Nepean Blue Mountains LHD,14/15,633.4,596.3,672.2
Other respiratory diseases,Males,Nepean Blue Mountains LHD,15/16,672.2,634.3,711.8
Other respiratory diseases,Males,Nepean Blue Mountains LHD,16/17,660.5,623.5,699.1
Other respiratory diseases,Males,Nepean Blue Mountains LHD,17/18,677.3,640.1,716.2
Other respiratory diseases,Males,Nepean Blue Mountains LHD,18/19,637.3,601.4,674.8
Other respiratory diseases,Males,Nepean Blue Mountains LHD,19/20,539.4,506.5,573.8
Other respiratory diseases,Males,Nepean Blue Mountains LHD,20/21,646.6,611,683.9
Other respiratory diseases,Males,Nepean Blue Mountains LHD,21/22,692,655.2,730.4
Other respiratory diseases,Males,Northern Sydney LHD,01/02,672.7,646.6,699.6
Other respiratory diseases,Males,Northern Sydney LHD,02/03,631.6,606.3,657.6
Other respiratory diseases,Males,Northern Sydney LHD,03/04,622.5,597.5,648.3
Other respiratory diseases,Males,Northern Sydney LHD,04/05,682.8,656.7,709.7
Other respiratory diseases,Males,Northern Sydney LHD,05/06,624.2,599.2,649.8
Other respiratory diseases,Males,Northern Sydney LHD,06/07,682.6,656.6,709.3
Other respiratory diseases,Males,Northern Sydney LHD,07/08,725.6,699,752.9
Other respiratory diseases,Males,Northern Sydney LHD,08/09,735.5,709.1,762.7
Other respiratory diseases,Males,Northern Sydney LHD,09/10,749,722.6,776.2
Other respiratory diseases,Males,Northern Sydney LHD,10/11,743.6,717.5,770.5
Other respiratory diseases,Males,Northern Sydney LHD,11/12,725.9,700.3,752.2
Other respiratory diseases,Males,Northern Sydney LHD,12/13,720.9,695.5,747
Other respiratory diseases,Males,Northern Sydney LHD,13/14,781.7,755.4,808.6
Other respiratory diseases,Males,Northern Sydney LHD,14/15,743.9,718.6,769.9
Other respiratory diseases,Males,Northern Sydney LHD,15/16,769,743.4,795.3
Other respiratory diseases,Males,Northern Sydney LHD,16/17,737.9,713,763.5
Other respiratory diseases,Males,Northern Sydney LHD,17/18,754.2,729.2,779.9
Other respiratory diseases,Males,Northern Sydney LHD,18/19,768.8,743.6,794.6
Other respiratory diseases,Males,Northern Sydney LHD,19/20,653.7,630.4,677.5
Other respiratory diseases,Males,Northern Sydney LHD,20/21,796.1,770.3,822.5
Other respiratory diseases,Males,Northern Sydney LHD,21/22,709,684.8,733.8
Other respiratory diseases,Males,Central Coast LHD,01/02,592.6,554.2,632.9
Other respiratory diseases,Males,Central Coast LHD,02/03,589,550.7,629.2
Other respiratory diseases,Males,Central Coast LHD,03/04,502.9,467.6,540.2
Other respiratory diseases,Males,Central Coast LHD,04/05,546.1,509.5,584.6
Other respiratory diseases,Males,Central Coast LHD,05/06,521.1,485.1,559.2
Other respiratory diseases,Males,Central Coast LHD,06/07,558.1,521.2,596.9
Other respiratory diseases,Males,Central Coast LHD,07/08,580.4,543,619.6
Other respiratory diseases,Males,Central Coast LHD,08/09,630.1,591.1,670.9
Other respiratory diseases,Males,Central Coast LHD,09/10,688.3,648.3,730.2
Other respiratory diseases,Males,Central Coast LHD,10/11,682.5,642.5,724.3
Other respiratory diseases,Males,Central Coast LHD,11/12,663.2,624,704.3
Other respiratory diseases,Males,Central Coast LHD,12/13,715.4,674.8,757.9
Other respiratory diseases,Males,Central Coast LHD,13/14,694.1,654.3,735.8
Other respiratory diseases,Males,Central Coast LHD,14/15,661.7,622.8,702.3
Other respiratory diseases,Males,Central Coast LHD,15/16,647.1,609,687.1
Other respiratory diseases,Males,Central Coast LHD,16/17,653.4,615.3,693.2
Other respiratory diseases,Males,Central Coast LHD,17/18,680,641.1,720.7
Other respiratory diseases,Males,Central Coast LHD,18/19,668.7,630.3,708.7
Other respiratory diseases,Males,Central Coast LHD,19/20,567.5,532.6,604.2
Other respiratory diseases,Males,Central Coast LHD,20/21,738.9,698.1,781.4
Other respiratory diseases,Males,Central Coast LHD,21/22,619.1,582.4,657.5
Other respiratory diseases,Males,Hunter New England LHD,01/02,420.2,400.4,440.7
Other respiratory diseases,Males,Hunter New England LHD,02/03,405.5,386.1,425.6
Other respiratory diseases,Males,Hunter New England LHD,03/04,387.3,368.5,406.9
Other respiratory diseases,Males,Hunter New England LHD,04/05,396.1,377.1,415.8
Other respiratory diseases,Males,Hunter New England LHD,05/06,390.2,371.5,409.6
Other respiratory diseases,Males,Hunter New England LHD,06/07,386.4,367.7,405.7
Other respiratory diseases,Males,Hunter New England LHD,07/08,425.8,406.4,445.9
Other respiratory diseases,Males,Hunter New England LHD,08/09,453.1,433.2,473.7
Other respiratory diseases,Males,Hunter New England LHD,09/10,453,433.1,473.5
Other respiratory diseases,Males,Hunter New England LHD,10/11,459.5,439.7,480
Other respiratory diseases,Males,Hunter New England LHD,11/12,497.4,476.8,518.6
Other respiratory diseases,Males,Hunter New England LHD,12/13,482,461.8,502.7
Other respiratory diseases,Males,Hunter New England LHD,13/14,524.5,503.6,546.1
Other respiratory diseases,Males,Hunter New England LHD,14/15,477.2,457.3,497.8
Other respiratory diseases,Males,Hunter New England LHD,15/16,531,510,552.6
Other respiratory diseases,Males,Hunter New England LHD,16/17,546.3,525.1,568.2
Other respiratory diseases,Males,Hunter New England LHD,17/18,600.8,578.6,623.5
Other respiratory diseases,Males,Hunter New England LHD,18/19,561.4,540.2,583.2
Other respiratory diseases,Males,Hunter New England LHD,19/20,496.4,476.7,516.7
Other respiratory diseases,Males,Hunter New England LHD,20/21,589.4,567.8,611.7
Other respiratory diseases,Males,Hunter New England LHD,21/22,589.6,567.9,611.9
Other respiratory diseases,Males,Northern NSW LHD,01/02,517.1,479,557.5
Other respiratory diseases,Males,Northern NSW LHD,02/03,505.5,467.6,545.6
Other respiratory diseases,Males,Northern NSW LHD,03/04,499.5,462.1,539.2
Other respiratory diseases,Males,Northern NSW LHD,04/05,511.6,474.3,551.2
Other respiratory diseases,Males,Northern NSW LHD,05/06,466.3,430.4,504.3
Other respiratory diseases,Males,Northern NSW LHD,06/07,451.5,416.7,488.5
Other respiratory diseases,Males,Northern NSW LHD,07/08,468.4,433.2,505.7
Other respiratory diseases,Males,Northern NSW LHD,08/09,514.6,477.1,554.1
Other respiratory diseases,Males,Northern NSW LHD,09/10,530.5,492.6,570.5
Other respiratory diseases,Males,Northern NSW LHD,10/11,495.6,459.3,534
Other respiratory diseases,Males,Northern NSW LHD,11/12,494.7,458.6,532.9
Other respiratory diseases,Males,Northern NSW LHD,12/13,467.8,432.6,505
Other respiratory diseases,Males,Northern NSW LHD,13/14,489.6,453.9,527.3
Other respiratory diseases,Males,Northern NSW LHD,14/15,471,436.1,508
Other respiratory diseases,Males,Northern NSW LHD,15/16,476.5,440.8,514.3
Other respiratory diseases,Males,Northern NSW LHD,16/17,469,433.6,506.4
Other respiratory diseases,Males,Northern NSW LHD,17/18,490.7,455.2,528.2
Other respiratory diseases,Males,Northern NSW LHD,18/19,473.8,438.4,511.2
Other respiratory diseases,Males,Northern NSW LHD,19/20,428.9,395.9,463.8
Other respiratory diseases,Males,Northern NSW LHD,20/21,528.8,492.1,567.4
Other respiratory diseases,Males,Northern NSW LHD,21/22,511.1,474.9,549.3
Other respiratory diseases,Males,Mid North Coast LHD,01/02,629.2,578.6,683.2
Other respiratory diseases,Males,Mid North Coast LHD,02/03,530.3,484.2,579.7
Other respiratory diseases,Males,Mid North Coast LHD,03/04,528.1,483,576.3
Other respiratory diseases,Males,Mid North Coast LHD,04/05,588.2,540.7,638.8
Other respiratory diseases,Males,Mid North Coast LHD,05/06,520.3,474.5,569.4
Other respiratory diseases,Males,Mid North Coast LHD,06/07,523.9,478.2,572.7
Other respiratory diseases,Males,Mid North Coast LHD,07/08,537.1,491.5,585.7
Other respiratory diseases,Males,Mid North Coast LHD,08/09,509.6,465.6,556.6
Other respiratory diseases,Males,Mid North Coast LHD,09/10,521.5,477.5,568.6
Other respiratory diseases,Males,Mid North Coast LHD,10/11,498.7,455.8,544.4
Other respiratory diseases,Males,Mid North Coast LHD,11/12,443.7,403.3,487
Other respiratory diseases,Males,Mid North Coast LHD,12/13,530.8,486.4,578.2
Other respiratory diseases,Males,Mid North Coast LHD,13/14,492.5,450.6,537.2
Other respiratory diseases,Males,Mid North Coast LHD,14/15,533.8,490.1,580.3
Other respiratory diseases,Males,Mid North Coast LHD,15/16,610.9,563.5,661.2
Other respiratory diseases,Males,Mid North Coast LHD,16/17,585.5,539.8,634
Other respiratory diseases,Males,Mid North Coast LHD,17/18,538,495.1,583.7
Other respiratory diseases,Males,Mid North Coast LHD,18/19,564.3,520.7,610.7
Other respiratory diseases,Males,Mid North Coast LHD,19/20,545.3,503,590.2
Other respiratory diseases,Males,Mid North Coast LHD,20/21,584.5,539.6,632.3
Other respiratory diseases,Males,Mid North Coast LHD,21/22,597,551,645.7
Other respiratory diseases,Males,Southern NSW LHD,01/02,358.9,320.4,400.9
Other respiratory diseases,Males,Southern NSW LHD,02/03,355.7,317.7,397
Other respiratory diseases,Males,Southern NSW LHD,03/04,369.3,330.2,411.8
Other respiratory diseases,Males,Southern NSW LHD,04/05,339.9,302.8,380.4
Other respiratory diseases,Males,Southern NSW LHD,05/06,374.7,335.8,416.7
Other respiratory diseases,Males,Southern NSW LHD,06/07,360.9,322.8,402.1
Other respiratory diseases,Males,Southern NSW LHD,07/08,399.4,360,441.8
Other respiratory diseases,Males,Southern NSW LHD,08/09,381.1,342.9,422.5
Other respiratory diseases,Males,Southern NSW LHD,09/10,360.3,323.3,400.4
Other respiratory diseases,Males,Southern NSW LHD,10/11,416.4,376.8,459
Other respiratory diseases,Males,Southern NSW LHD,11/12,442.6,401.9,486.3
Other respiratory diseases,Males,Southern NSW LHD,12/13,389.2,351.5,429.8
Other respiratory diseases,Males,Southern NSW LHD,13/14,424.1,384.4,466.8
Other respiratory diseases,Males,Southern NSW LHD,14/15,405.9,367.4,447.4
Other respiratory diseases,Males,Southern NSW LHD,15/16,465.3,424.7,508.7
Other respiratory diseases,Males,Southern NSW LHD,16/17,436.5,397.2,478.8
Other respiratory diseases,Males,Southern NSW LHD,17/18,475.2,434.3,518.8
Other respiratory diseases,Males,Southern NSW LHD,18/19,464.9,425.3,507.2
Other respiratory diseases,Males,Southern NSW LHD,19/20,357.1,322.8,394.1
Other respiratory diseases,Males,Southern NSW LHD,20/21,426,388.4,466.4
Other respiratory diseases,Males,Southern NSW LHD,21/22,368,332.9,405.9
Other respiratory diseases,Males,Murrumbidgee LHD,01/02,694.5,648.2,743.3
Other respiratory diseases,Males,Murrumbidgee LHD,02/03,649.5,604.5,696.9
Other respiratory diseases,Males,Murrumbidgee LHD,03/04,598.2,554.8,644.1
Other respiratory diseases,Males,Murrumbidgee LHD,04/05,664.1,618.6,712
Other respiratory diseases,Males,Murrumbidgee LHD,05/06,681.7,635.5,730.3
Other respiratory diseases,Males,Murrumbidgee LHD,06/07,724.4,677,774.2
Other respiratory diseases,Males,Murrumbidgee LHD,07/08,736.8,688.7,787.3
Other respiratory diseases,Males,Murrumbidgee LHD,08/09,817.5,766.7,870.6
Other respiratory diseases,Males,Murrumbidgee LHD,09/10,860.1,808.4,914.3
Other respiratory diseases,Males,Murrumbidgee LHD,10/11,848.5,797.2,902.3
Other respiratory diseases,Males,Murrumbidgee LHD,11/12,873.9,822,928.3
Other respiratory diseases,Males,Murrumbidgee LHD,12/13,815.3,765.4,867.6
Other respiratory diseases,Males,Murrumbidgee LHD,13/14,894.4,841.9,949.4
Other respiratory diseases,Males,Murrumbidgee LHD,14/15,901.8,849,956.9
Other respiratory diseases,Males,Murrumbidgee LHD,15/16,844.6,793.9,897.7
Other respiratory diseases,Males,Murrumbidgee LHD,16/17,957.8,904,"1,014.00"
Other respiratory diseases,Males,Murrumbidgee LHD,17/18,918.3,865.6,973.2
Other respiratory diseases,Males,Murrumbidgee LHD,18/19,873.8,822.8,927.1
Other respiratory diseases,Males,Murrumbidgee LHD,19/20,698.3,653,745.9
Other respiratory diseases,Males,Murrumbidgee LHD,20/21,873.9,822.9,927.2
Other respiratory diseases,Males,Murrumbidgee LHD,21/22,734.7,688.1,783.7
Other respiratory diseases,Males,Western NSW LHD,01/02,528.8,490.3,569.5
Other respiratory diseases,Males,Western NSW LHD,02/03,644.1,601.5,689
Other respiratory diseases,Males,Western NSW LHD,03/04,655,611.9,700.4
Other respiratory diseases,Males,Western NSW LHD,04/05,589.7,549.1,632.5
Other respiratory diseases,Males,Western NSW LHD,05/06,609.3,568.1,652.8
Other respiratory diseases,Males,Western NSW LHD,06/07,610.6,569,654.5
Other respiratory diseases,Males,Western NSW LHD,07/08,649.8,607.2,694.6
Other respiratory diseases,Males,Western NSW LHD,08/09,626.4,585,669.9
Other respiratory diseases,Males,Western NSW LHD,09/10,696.4,652.7,742.2
Other respiratory diseases,Males,Western NSW LHD,10/11,742,697.2,788.9
Other respiratory diseases,Males,Western NSW LHD,11/12,690,647.1,735.1
Other respiratory diseases,Males,Western NSW LHD,12/13,746,701.1,793
Other respiratory diseases,Males,Western NSW LHD,13/14,671.5,629.5,715.5
Other respiratory diseases,Males,Western NSW LHD,14/15,705.5,662.2,750.9
Other respiratory diseases,Males,Western NSW LHD,15/16,731.3,687.2,777.6
Other respiratory diseases,Males,Western NSW LHD,16/17,720.8,677.6,766
Other respiratory diseases,Males,Western NSW LHD,17/18,748.8,704.7,795
Other respiratory diseases,Males,Western NSW LHD,18/19,737,693.2,783
Other respiratory diseases,Males,Western NSW LHD,19/20,610.8,571.1,652.6
Other respiratory diseases,Males,Western NSW LHD,20/21,761.5,716.4,808.5
Other respiratory diseases,Males,Western NSW LHD,21/22,608.3,568.5,650.1
Other respiratory diseases,Males,Far West LHD,01/02,812.2,680.7,961.7
Other respiratory diseases,Males,Far West LHD,02/03,734.3,607.3,879.8
Other respiratory diseases,Males,Far West LHD,03/04,558.3,450.1,684.9
Other respiratory diseases,Males,Far West LHD,04/05,476.9,376.2,596.4
Other respiratory diseases,Males,Far West LHD,05/06,606.4,493.3,738.1
Other respiratory diseases,Males,Far West LHD,06/07,501.3,398.2,623.1
Other respiratory diseases,Males,Far West LHD,07/08,656.7,536.1,796.1
Other respiratory diseases,Males,Far West LHD,08/09,610.5,494.5,745.3
Other respiratory diseases,Males,Far West LHD,09/10,526.7,419.3,653.2
Other respiratory diseases,Males,Far West LHD,10/11,554.4,444.6,683.1
Other respiratory diseases,Males,Far West LHD,11/12,626.2,507.9,763.8
Other respiratory diseases,Males,Far West LHD,12/13,636.3,516.3,775.6
Other respiratory diseases,Males,Far West LHD,13/14,410.8,315.7,525.4
Other respiratory diseases,Males,Far West LHD,14/15,512.5,404.9,639.8
Other respiratory diseases,Males,Far West LHD,15/16,457.7,357.8,577
Other respiratory diseases,Males,Far West LHD,16/17,537.9,426.2,669.8
Other respiratory diseases,Males,Far West LHD,17/18,556.9,445.1,688.4
Other respiratory diseases,Males,Far West LHD,18/19,651,524.6,798
Other respiratory diseases,Males,Far West LHD,19/20,482.1,377.3,607
Other respiratory diseases,Males,Far West LHD,20/21,527,416.9,657.2
Other respiratory diseases,Males,Far West LHD,21/22,425.9,327,545.4
Other respiratory diseases,Males,All LHDs,01/02,570.2,561.9,578.6
Other respiratory diseases,Males,All LHDs,02/03,551,542.8,559.2
Other respiratory diseases,Males,All LHDs,03/04,530.7,522.8,538.8
Other respiratory diseases,Males,All LHDs,04/05,549,540.9,557.1
Other respiratory diseases,Males,All LHDs,05/06,544.8,536.9,552.9
Other respiratory diseases,Males,All LHDs,06/07,547.4,539.5,555.5
Other respiratory diseases,Males,All LHDs,07/08,585.6,577.5,593.9
Other respiratory diseases,Males,All LHDs,08/09,602.2,594,610.5
Other respiratory diseases,Males,All LHDs,09/10,613.9,605.7,622.2
Other respiratory diseases,Males,All LHDs,10/11,629,620.8,637.4
Other respiratory diseases,Males,All LHDs,11/12,623.3,615.2,631.5
Other respiratory diseases,Males,All LHDs,12/13,630.3,622.1,638.5
Other respiratory diseases,Males,All LHDs,13/14,635.1,627,643.2
Other respiratory diseases,Males,All LHDs,14/15,632.3,624.2,640.3
Other respiratory diseases,Males,All LHDs,15/16,648.7,640.7,656.9
Other respiratory diseases,Males,All LHDs,16/17,636.9,629,644.9
Other respiratory diseases,Males,All LHDs,17/18,654.4,646.5,662.5
Other respiratory diseases,Males,All LHDs,18/19,631.3,623.6,639.2
Other respiratory diseases,Males,All LHDs,19/20,545.8,538.6,553
Other respiratory diseases,Males,All LHDs,20/21,669.2,661.2,677.2
Other respiratory diseases,Males,All LHDs,21/22,605.5,598,613.1
Other respiratory diseases,Females,Sydney LHD,01/02,400.7,375.4,427.2
Other respiratory diseases,Females,Sydney LHD,02/03,400.9,375.9,427.1
Other respiratory diseases,Females,Sydney LHD,03/04,355.7,332.3,380.2
Other respiratory diseases,Females,Sydney LHD,04/05,404.3,379.3,430.5
Other respiratory diseases,Females,Sydney LHD,05/06,401.9,377.1,427.9
Other respiratory diseases,Females,Sydney LHD,06/07,428.7,403.2,455.3
Other respiratory diseases,Females,Sydney LHD,07/08,460.7,434.4,488.1
Other respiratory diseases,Females,Sydney LHD,08/09,452.8,427.1,479.5
Other respiratory diseases,Females,Sydney LHD,09/10,454.9,429.3,481.6
Other respiratory diseases,Females,Sydney LHD,10/11,488.3,462.1,515.7
Other respiratory diseases,Females,Sydney LHD,11/12,455.7,430.6,481.8
Other respiratory diseases,Females,Sydney LHD,12/13,482.7,457,509.5
Other respiratory diseases,Females,Sydney LHD,13/14,450.8,426.5,476.2
Other respiratory diseases,Females,Sydney LHD,14/15,473.5,448.8,499.1
Other respiratory diseases,Females,Sydney LHD,15/16,477.6,453.1,503.2
Other respiratory diseases,Females,Sydney LHD,16/17,495.9,471,521.7
Other respiratory diseases,Females,Sydney LHD,17/18,461.5,437.8,486.2
Other respiratory diseases,Females,Sydney LHD,18/19,446,422.8,470.2
Other respiratory diseases,Females,Sydney LHD,19/20,395.1,373.5,417.7
Other respiratory diseases,Females,Sydney LHD,20/21,472,448,497
Other respiratory diseases,Females,Sydney LHD,21/22,383.6,362.3,405.9
Other respiratory diseases,Females,South Western Sydney LHD,01/02,464,442.9,485.8
Other respiratory diseases,Females,South Western Sydney LHD,02/03,436.5,416.2,457.5
Other respiratory diseases,Females,South Western Sydney LHD,03/04,383.4,364.4,403.1
Other respiratory diseases,Females,South Western Sydney LHD,04/05,406.4,387,426.5
Other respiratory diseases,Females,South Western Sydney LHD,05/06,481.1,460.1,502.9
Other respiratory diseases,Females,South Western Sydney LHD,06/07,455.6,435.3,476.6
Other respiratory diseases,Females,South Western Sydney LHD,07/08,493.9,472.9,515.5
Other respiratory diseases,Females,South Western Sydney LHD,08/09,523,501.6,545.1
Other respiratory diseases,Females,South Western Sydney LHD,09/10,494.5,473.9,515.8
Other respiratory diseases,Females,South Western Sydney LHD,10/11,522.5,501.5,544.3
Other respiratory diseases,Females,South Western Sydney LHD,11/12,555.3,533.7,577.6
Other respiratory diseases,Females,South Western Sydney LHD,12/13,568.3,546.6,590.6
Other respiratory diseases,Females,South Western Sydney LHD,13/14,555.5,534.3,577.3
Other respiratory diseases,Females,South Western Sydney LHD,14/15,550.7,529.9,572.2
Other respiratory diseases,Females,South Western Sydney LHD,15/16,601.1,579.5,623.3
Other respiratory diseases,Females,South Western Sydney LHD,16/17,579.6,558.6,601.2
Other respiratory diseases,Females,South Western Sydney LHD,17/18,587.6,566.7,609
Other respiratory diseases,Females,South Western Sydney LHD,18/19,549.2,529.2,569.6
Other respiratory diseases,Females,South Western Sydney LHD,19/20,459.1,441.1,477.6
Other respiratory diseases,Females,South Western Sydney LHD,20/21,569.7,549.7,590.3
Other respiratory diseases,Females,South Western Sydney LHD,21/22,503.5,484.7,522.8
Other respiratory diseases,Females,South Eastern Sydney LHD,01/02,440.6,419.5,462.5
Other respiratory diseases,Females,South Eastern Sydney LHD,02/03,451.5,430.1,473.6
Other respiratory diseases,Females,South Eastern Sydney LHD,03/04,447,425.8,469
Other respiratory diseases,Females,South Eastern Sydney LHD,04/05,428.3,407.6,449.8
Other respiratory diseases,Females,South Eastern Sydney LHD,05/06,434.4,413.5,455.9
Other respiratory diseases,Females,South Eastern Sydney LHD,06/07,461.6,440.1,483.7
Other respiratory diseases,Females,South Eastern Sydney LHD,07/08,503.6,481.3,526.7
Other respiratory diseases,Females,South Eastern Sydney LHD,08/09,533.4,510.6,556.9
Other respiratory diseases,Females,South Eastern Sydney LHD,09/10,527,504.5,550.1
Other respiratory diseases,Females,South Eastern Sydney LHD,10/11,537.4,514.8,560.8
Other respiratory diseases,Females,South Eastern Sydney LHD,11/12,558.2,535.4,581.8
