Risk group,Sex,LHD,Period,"Rate per 100,000 population",LL 95% CI,UL 95% CI
All ages,Females,Northern Sydney LHD,2018-2019,10.1,8.6,11.9
All ages,Females,Northern Sydney LHD,2019-2020,8.8,7.3,10.5
All ages,Females,Northern Sydney LHD,2020-2021,7.9,6.6,9.5
All ages,Females,Central Coast LHD,2011-2012,24.9,20.9,29.6
All ages,Females,Central Coast LHD,2012-2013,27.9,23.6,32.8
All ages,Females,Central Coast LHD,2013-2014,24.9,20.9,29.6
All ages,Females,Central Coast LHD,2014-2015,25.3,21.3,29.9
All ages,Females,Central Coast LHD,2015-2016,28.2,24.1,33
All ages,Females,Central Coast LHD,2016-2017,33.1,28.5,38.2
All ages,Females,Central Coast LHD,2017-2018,33.9,29.3,39.1
All ages,Females,Central Coast LHD,2018-2019,31.6,27.2,36.5
All ages,Females,Central Coast LHD,2019-2020,29.6,25.4,34.4
All ages,Females,Central Coast LHD,2020-2021,27.9,23.9,32.4
All ages,Females,Hunter New England LHD,2011-2012,19.1,16.8,21.6
All ages,Females,Hunter New England LHD,2012-2013,21.9,19.5,24.7
All ages,Females,Hunter New England LHD,2013-2014,25.2,22.6,28.1
All ages,Females,Hunter New England LHD,2014-2015,25.4,22.8,28.2
All ages,Females,Hunter New England LHD,2015-2016,25.3,22.8,28.1
All ages,Females,Hunter New England LHD,2016-2017,25.4,22.8,28.1
All ages,Females,Hunter New England LHD,2017-2018,23.5,21.1,26.2
All ages,Females,Hunter New England LHD,2018-2019,24.6,22.2,27.3
All ages,Females,Hunter New England LHD,2019-2020,24.1,21.7,26.8
All ages,Females,Hunter New England LHD,2020-2021,22.4,20.2,24.9
All ages,Females,Northern NSW LHD,2011-2012,21.4,17.5,26.1
All ages,Females,Northern NSW LHD,2012-2013,17.3,13.9,21.5
All ages,Females,Northern NSW LHD,2013-2014,17.4,14.1,21.5
All ages,Females,Northern NSW LHD,2014-2015,18.6,15.1,22.8
All ages,Females,Northern NSW LHD,2015-2016,20.5,17,24.8
All ages,Females,Northern NSW LHD,2016-2017,22.1,18.5,26.6
All ages,Females,Northern NSW LHD,2017-2018,22.6,18.8,27.1
All ages,Females,Northern NSW LHD,2018-2019,22.8,19,27.3
All ages,Females,Northern NSW LHD,2019-2020,21.9,18.2,26.2
All ages,Females,Northern NSW LHD,2020-2021,19.4,16,23.5
All ages,Females,Mid North Coast LHD,2011-2012,18.8,14.8,23.9
All ages,Females,Mid North Coast LHD,2012-2013,20,15.8,25.3
All ages,Females,Mid North Coast LHD,2013-2014,25.9,21,31.8
All ages,Females,Mid North Coast LHD,2014-2015,24.5,19.9,30.1
All ages,Females,Mid North Coast LHD,2015-2016,21,16.8,26.3
All ages,Females,Mid North Coast LHD,2016-2017,22.5,18.2,27.8
All ages,Females,Mid North Coast LHD,2017-2018,24.4,20,29.7
All ages,Females,Mid North Coast LHD,2018-2019,29,24.3,34.7
All ages,Females,Mid North Coast LHD,2019-2020,25.9,21.4,31.3
All ages,Females,Mid North Coast LHD,2020-2021,22.9,18.7,28.1
All ages,Females,Southern NSW LHD,2011-2012,21.8,16.6,28.3
All ages,Females,Southern NSW LHD,2012-2013,22.4,17.2,28.9
All ages,Females,Southern NSW LHD,2013-2014,29.2,23.4,36.4
All ages,Females,Southern NSW LHD,2014-2015,32.9,26.8,40.3
All ages,Females,Southern NSW LHD,2015-2016,28.6,22.9,35.4
All ages,Females,Southern NSW LHD,2016-2017,27.4,22,34.1
All ages,Females,Southern NSW LHD,2017-2018,30.8,25.1,37.7
All ages,Females,Southern NSW LHD,2018-2019,29.4,23.8,36.1
All ages,Females,Southern NSW LHD,2019-2020,24,19.1,30
All ages,Females,Southern NSW LHD,2020-2021,22.1,17.6,27.8
All ages,Females,Murrumbidgee LHD,2011-2012,19.9,15.6,25.2
All ages,Females,Murrumbidgee LHD,2012-2013,19.7,15.4,24.9
All ages,Females,Murrumbidgee LHD,2013-2014,21.5,17.1,27
All ages,Females,Murrumbidgee LHD,2014-2015,26.9,21.9,32.9
All ages,Females,Murrumbidgee LHD,2015-2016,31.4,26.1,37.8
All ages,Females,Murrumbidgee LHD,2016-2017,28.2,23.1,34.2
All ages,Females,Murrumbidgee LHD,2017-2018,23,18.5,28.5
All ages,Females,Murrumbidgee LHD,2018-2019,27.9,23,33.8
All ages,Females,Murrumbidgee LHD,2019-2020,29,24,34.9
All ages,Females,Murrumbidgee LHD,2020-2021,24.8,20.3,30.2
All ages,Females,Western NSW LHD,2011-2012,25.2,20.4,31
All ages,Females,Western NSW LHD,2012-2013,27.1,22.1,33
All ages,Females,Western NSW LHD,2013-2014,27.3,22.3,33.2
All ages,Females,Western NSW LHD,2014-2015,31.1,25.8,37.2
All ages,Females,Western NSW LHD,2015-2016,40.1,34.1,46.9
All ages,Females,Western NSW LHD,2016-2017,46.4,40,53.7
All ages,Females,Western NSW LHD,2017-2018,38.8,33,45.5
All ages,Females,Western NSW LHD,2018-2019,32,26.9,38
All ages,Females,Western NSW LHD,2019-2020,32,27,37.9
All ages,Females,Western NSW LHD,2020-2021,31,26,36.9
All ages,Females,Far West LHD,2011-2012,30.9,17.1,53.3
All ages,Females,Far West LHD,2012-2013,41.6,25.8,65.6
All ages,Females,Far West LHD,2013-2014,32.2,18.7,54
All ages,Females,Far West LHD,2014-2015,27.8,15,49.3
All ages,Females,Far West LHD,2015-2016,25.8,13.2,47.3
All ages,Females,Far West LHD,2016-2017,18.9,8.4,38.6
All ages,Females,Far West LHD,2017-2018,20.7,9.4,41.5
All ages,Females,Far West LHD,2018-2019,28.1,14.5,50.9
All ages,Females,Far West LHD,2019-2020,36.3,21.3,59.9
All ages,Females,Far West LHD,2020-2021,27.5,15.2,48.4
All ages,Females,All LHDs,2011-2012,18,17.2,18.9
All ages,Females,All LHDs,2012-2013,18.6,17.7,19.4
All ages,Females,All LHDs,2013-2014,19.5,18.6,20.4
All ages,Females,All LHDs,2014-2015,20.2,19.3,21.1
All ages,Females,All LHDs,2015-2016,21.2,20.3,22.1
All ages,Females,All LHDs,2016-2017,22,21.1,22.9
All ages,Females,All LHDs,2017-2018,20.7,19.9,21.6
All ages,Females,All LHDs,2018-2019,20.3,19.5,21.2
All ages,Females,All LHDs,2019-2020,19.1,18.3,19.9
All ages,Females,All LHDs,2020-2021,17.5,16.7,18.3
All ages,Persons,Sydney LHD,2011-2012,19.1,16.7,21.8
All ages,Persons,Sydney LHD,2012-2013,19.4,17,22.1
All ages,Persons,Sydney LHD,2013-2014,19.4,17,22
All ages,Persons,Sydney LHD,2014-2015,19.1,16.7,21.7
All ages,Persons,Sydney LHD,2015-2016,17.1,14.9,19.5
All ages,Persons,Sydney LHD,2016-2017,17.1,14.9,19.5
All ages,Persons,Sydney LHD,2017-2018,17.6,15.4,20
All ages,Persons,Sydney LHD,2018-2019,16.6,14.5,19
All ages,Persons,Sydney LHD,2019-2020,14.5,12.5,16.7
All ages,Persons,Sydney LHD,2020-2021,15.1,13.1,17.2
All ages,Persons,South Western Sydney LHD,2011-2012,23.4,21.1,25.9
All ages,Persons,South Western Sydney LHD,2012-2013,23.9,21.6,26.3
All ages,Persons,South Western Sydney LHD,2013-2014,24.3,22,26.7
All ages,Persons,South Western Sydney LHD,2014-2015,23.4,21.2,25.7
All ages,Persons,South Western Sydney LHD,2015-2016,24.8,22.5,27.1
All ages,Persons,South Western Sydney LHD,2016-2017,27,24.8,29.5
All ages,Persons,South Western Sydney LHD,2017-2018,23.9,21.8,26.1
All ages,Persons,South Western Sydney LHD,2018-2019,20.8,18.9,22.8
All ages,Persons,South Western Sydney LHD,2019-2020,20.1,18.3,22.1
All ages,Persons,South Western Sydney LHD,2020-2021,18.8,17,20.7
All ages,Persons,South Eastern Sydney LHD,2011-2012,14.8,13.2,16.6
All ages,Persons,South Eastern Sydney LHD,2012-2013,16.5,14.8,18.4
All ages,Persons,South Eastern Sydney LHD,2013-2014,17.4,15.6,19.3
All ages,Persons,South Eastern Sydney LHD,2014-2015,16.3,14.7,18.1
All ages,Persons,South Eastern Sydney LHD,2015-2016,15.7,14,17.4
All ages,Persons,South Eastern Sydney LHD,2016-2017,17.4,15.7,19.2
All ages,Persons,South Eastern Sydney LHD,2017-2018,16.7,15.1,18.5
All ages,Persons,South Eastern Sydney LHD,2018-2019,14.1,12.6,15.8
All ages,Persons,South Eastern Sydney LHD,2019-2020,14.8,13.3,16.5
All ages,Persons,South Eastern Sydney LHD,2020-2021,13.7,12.2,15.2
All ages,Persons,Illawarra Shoalhaven LHD,2011-2012,26.1,23.1,29.3
All ages,Persons,Illawarra Shoalhaven LHD,2012-2013,26,23.2,29.2
All ages,Persons,Illawarra Shoalhaven LHD,2013-2014,29,26,32.3
All ages,Persons,Illawarra Shoalhaven LHD,2014-2015,29.1,26.1,32.4
All ages,Persons,Illawarra Shoalhaven LHD,2015-2016,29.1,26.1,32.3
All ages,Persons,Illawarra Shoalhaven LHD,2016-2017,30.3,27.3,33.5
All ages,Persons,Illawarra Shoalhaven LHD,2017-2018,27.4,24.6,30.5
All ages,Persons,Illawarra Shoalhaven LHD,2018-2019,25.9,23.2,28.8
All ages,Persons,Illawarra Shoalhaven LHD,2019-2020,26.9,24.2,29.9
All ages,Persons,Illawarra Shoalhaven LHD,2020-2021,26.8,24.1,29.7
All ages,Persons,Western Sydney LHD,2011-2012,20.3,18,22.8
All ages,Persons,Western Sydney LHD,2012-2013,20.5,18.2,23
All ages,Persons,Western Sydney LHD,2013-2014,22.2,19.8,24.7
All ages,Persons,Western Sydney LHD,2014-2015,22.7,20.4,25.2
All ages,Persons,Western Sydney LHD,2015-2016,23.1,20.8,25.6
All ages,Persons,Western Sydney LHD,2016-2017,23.3,21,25.7
All ages,Persons,Western Sydney LHD,2017-2018,19.6,17.5,21.8
All ages,Persons,Western Sydney LHD,2018-2019,19,17.1,21.2
All ages,Persons,Western Sydney LHD,2019-2020,18.3,16.4,20.4
All ages,Persons,Western Sydney LHD,2020-2021,16.8,15,18.7
All ages,Persons,Nepean Blue Mountains LHD,2011-2012,27.1,23.2,31.5
All ages,Persons,Nepean Blue Mountains LHD,2012-2013,28.3,24.4,32.6
All ages,Persons,Nepean Blue Mountains LHD,2013-2014,28.7,24.8,33
All ages,Persons,Nepean Blue Mountains LHD,2014-2015,30.8,26.8,35.2
All ages,Persons,Nepean Blue Mountains LHD,2015-2016,32.4,28.4,36.8
All ages,Persons,Nepean Blue Mountains LHD,2016-2017,32.4,28.4,36.7
All ages,Persons,Nepean Blue Mountains LHD,2017-2018,28.9,25.3,32.9
All ages,Persons,Nepean Blue Mountains LHD,2018-2019,25.2,21.9,29
All ages,Persons,Nepean Blue Mountains LHD,2019-2020,22.9,19.8,26.4
All ages,Persons,Nepean Blue Mountains LHD,2020-2021,20.8,17.9,24
All ages,Persons,Northern Sydney LHD,2011-2012,14,12.5,15.7
All ages,Persons,Northern Sydney LHD,2012-2013,13.3,11.9,14.9
All ages,Persons,Northern Sydney LHD,2013-2014,12.7,11.3,14.3
All ages,Persons,Northern Sydney LHD,2014-2015,12.9,11.5,14.5
All ages,Persons,Northern Sydney LHD,2015-2016,13.1,11.7,14.6
All ages,Persons,Northern Sydney LHD,2016-2017,12.9,11.5,14.4
All ages,Persons,Northern Sydney LHD,2017-2018,11.5,10.2,12.9
All ages,Persons,Northern Sydney LHD,2018-2019,10.5,9.3,11.8
All ages,Persons,Northern Sydney LHD,2019-2020,9.7,8.6,11
All ages,Persons,Northern Sydney LHD,2020-2021,9.4,8.3,10.7
All ages,Persons,Central Coast LHD,2011-2012,28.2,25,31.7
All ages,Persons,Central Coast LHD,2012-2013,31.6,28.2,35.4
All ages,Persons,Central Coast LHD,2013-2014,31.6,28.2,35.3
All ages,Persons,Central Coast LHD,2014-2015,33,29.6,36.7
All ages,Persons,Central Coast LHD,2015-2016,33.1,29.8,36.9
All ages,Persons,Central Coast LHD,2016-2017,35.5,32,39.3
All ages,Persons,Central Coast LHD,2017-2018,36.4,32.9,40.2
All ages,Persons,Central Coast LHD,2018-2019,35.4,32,39.1
All ages,Persons,Central Coast LHD,2019-2020,31.7,28.5,35.2
All ages,Persons,Central Coast LHD,2020-2021,28.3,25.3,31.6
All ages,Persons,Hunter New England LHD,2011-2012,25.4,23.5,27.5
All ages,Persons,Hunter New England LHD,2012-2013,27.4,25.3,29.5
All ages,Persons,Hunter New England LHD,2013-2014,28.6,26.6,30.8
All ages,Persons,Hunter New England LHD,2014-2015,28.8,26.7,30.9
All ages,Persons,Hunter New England LHD,2015-2016,29.2,27.2,31.4
All ages,Persons,Hunter New England LHD,2016-2017,31,28.9,33.2
All ages,Persons,Hunter New England LHD,2017-2018,29.4,27.4,31.5
All ages,Persons,Hunter New England LHD,2018-2019,28,26.1,30
All ages,Persons,Hunter New England LHD,2019-2020,26.8,25,28.8
All ages,Persons,Hunter New England LHD,2020-2021,25.2,23.4,27.1
All ages,Persons,Northern NSW LHD,2011-2012,25.6,22.4,29.1
All ages,Persons,Northern NSW LHD,2012-2013,23.6,20.6,26.9
All ages,Persons,Northern NSW LHD,2013-2014,22.1,19.3,25.3
All ages,Persons,Northern NSW LHD,2014-2015,23.2,20.3,26.5
All ages,Persons,Northern NSW LHD,2015-2016,25.4,22.4,28.7
All ages,Persons,Northern NSW LHD,2016-2017,25.5,22.6,28.8
All ages,Persons,Northern NSW LHD,2017-2018,25.9,22.9,29.2
All ages,Persons,Northern NSW LHD,2018-2019,26.7,23.7,30.1
All ages,Persons,Northern NSW LHD,2019-2020,26.7,23.7,30
All ages,Persons,Northern NSW LHD,2020-2021,23.2,20.5,26.3
All ages,Persons,Mid North Coast LHD,2011-2012,27.7,24,32
All ages,Persons,Mid North Coast LHD,2012-2013,28.6,24.8,32.9
All ages,Persons,Mid North Coast LHD,2013-2014,31,27.1,35.4
All ages,Persons,Mid North Coast LHD,2014-2015,28.2,24.6,32.4
All ages,Persons,Mid North Coast LHD,2015-2016,27.4,23.8,31.5
All ages,Persons,Mid North Coast LHD,2016-2017,29.9,26.3,34.1
All ages,Persons,Mid North Coast LHD,2017-2018,29.7,26.1,33.7
All ages,Persons,Mid North Coast LHD,2018-2019,31.9,28.2,36
All ages,Persons,Mid North Coast LHD,2019-2020,28.6,25.2,32.6
All ages,Persons,Mid North Coast LHD,2020-2021,24.9,21.6,28.6
All ages,Persons,Southern NSW LHD,2011-2012,28.1,23.7,33.1
All ages,Persons,Southern NSW LHD,2012-2013,27,22.8,31.8
All ages,Persons,Southern NSW LHD,2013-2014,28.8,24.6,33.7
All ages,Persons,Southern NSW LHD,2014-2015,32.9,28.4,38
All ages,Persons,Southern NSW LHD,2015-2016,30.7,26.4,35.6
All ages,Persons,Southern NSW LHD,2016-2017,31.2,26.9,36.1
All ages,Persons,Southern NSW LHD,2017-2018,34.5,30,39.5
All ages,Persons,Southern NSW LHD,2018-2019,33.3,29,38.2
All ages,Persons,Southern NSW LHD,2019-2020,29.1,25.1,33.6
All ages,Persons,Southern NSW LHD,2020-2021,27.1,23.3,31.4
All ages,Persons,Murrumbidgee LHD,2011-2012,26.5,22.7,30.7
All ages,Persons,Murrumbidgee LHD,2012-2013,26,22.3,30.1
All ages,Persons,Murrumbidgee LHD,2013-2014,27.6,23.8,31.8
All ages,Persons,Murrumbidgee LHD,2014-2015,31.9,27.9,36.4
All ages,Persons,Murrumbidgee LHD,2015-2016,33.4,29.3,37.9
All ages,Persons,Murrumbidgee LHD,2016-2017,29.6,25.8,33.8
All ages,Persons,Murrumbidgee LHD,2017-2018,28.7,25,32.9
All ages,Persons,Murrumbidgee LHD,2018-2019,32.5,28.5,36.9
All ages,Persons,Murrumbidgee LHD,2019-2020,31.2,27.4,35.5
All ages,Persons,Murrumbidgee LHD,2020-2021,29.1,25.4,33.1
All ages,Persons,Western NSW LHD,2011-2012,34.4,30.2,39.1
All ages,Persons,Western NSW LHD,2012-2013,34.9,30.7,39.5
All ages,Persons,Western NSW LHD,2013-2014,35.3,31.1,39.9
All ages,Persons,Western NSW LHD,2014-2015,38.5,34.2,43.3
All ages,Persons,Western NSW LHD,2015-2016,45.6,40.9,50.7
All ages,Persons,Western NSW LHD,2016-2017,51.3,46.3,56.7
All ages,Persons,Western NSW LHD,2017-2018,45.2,40.6,50.3
All ages,Persons,Western NSW LHD,2018-2019,37.9,33.7,42.4
All ages,Persons,Western NSW LHD,2019-2020,35.5,31.6,39.9
All ages,Persons,Western NSW LHD,2020-2021,34.1,30.2,38.4
All ages,Persons,Far West LHD,2011-2012,32.6,21.9,47.4
All ages,Persons,Far West LHD,2012-2013,47.1,34.1,64.1
All ages,Persons,Far West LHD,2013-2014,39.7,28,55.4
All ages,Persons,Far West LHD,2014-2015,39.8,28,55.6
All ages,Persons,Far West LHD,2015-2016,39.6,27.8,55.5
All ages,Persons,Far West LHD,2016-2017,31.9,21.1,47.2
All ages,Persons,Far West LHD,2017-2018,36.1,24.4,52.2
All ages,Persons,Far West LHD,2018-2019,38.2,26.4,54.1
All ages,Persons,Far West LHD,2019-2020,43.6,31.3,59.9
All ages,Persons,Far West LHD,2020-2021,38.9,27.6,54.2
All ages,Persons,All LHDs,2011-2012,22.7,22,23.4
All ages,Persons,All LHDs,2012-2013,23.4,22.7,24.1
All ages,Persons,All LHDs,2013-2014,24,23.3,24.7
All ages,Persons,All LHDs,2014-2015,24.4,23.7,25.1
All ages,Persons,All LHDs,2015-2016,24.9,24.2,25.6
All ages,Persons,All LHDs,2016-2017,25.8,25.1,26.6
All ages,Persons,All LHDs,2017-2018,24.3,23.6,25
All ages,Persons,All LHDs,2018-2019,23,22.3,23.6
All ages,Persons,All LHDs,2019-2020,21.9,21.3,22.6
All ages,Persons,All LHDs,2020-2021,20.4,19.8,21
Older adults (65+ years),Males,Sydney LHD,2011-2012,192.2,158.8,230.4
Older adults (65+ years),Males,Sydney LHD,2012-2013,199.8,166.3,237.9
Older adults (65+ years),Males,Sydney LHD,2013-2014,227.2,192.1,266.8
Older adults (65+ years),Males,Sydney LHD,2014-2015,212,178.8,249.6
Older adults (65+ years),Males,Sydney LHD,2015-2016,164.4,135.7,197.3
Older adults (65+ years),Males,Sydney LHD,2016-2017,178.3,148.8,212.1
Older adults (65+ years),Males,Sydney LHD,2017-2018,196.5,165.8,231.2
Older adults (65+ years),Males,Sydney LHD,2018-2019,168.4,140.5,200.3
Older adults (65+ years),Males,Sydney LHD,2019-2020,137.2,112.5,165.7
Older adults (65+ years),Males,Sydney LHD,2020-2021,143.1,118.3,171.7
Older adults (65+ years),Males,South Western Sydney LHD,2011-2012,211,181.2,244.3
Older adults (65+ years),Males,South Western Sydney LHD,2012-2013,227.9,197.5,261.7
Older adults (65+ years),Males,South Western Sydney LHD,2013-2014,237.8,207.4,271.5
Older adults (65+ years),Males,South Western Sydney LHD,2014-2015,215.8,187.3,247.2
Older adults (65+ years),Males,South Western Sydney LHD,2015-2016,214.4,186.6,245
Older adults (65+ years),Males,South Western Sydney LHD,2016-2017,243,214.1,274.6
Older adults (65+ years),Males,South Western Sydney LHD,2017-2018,209.4,183.3,238.3
Older adults (65+ years),Males,South Western Sydney LHD,2018-2019,172.5,149.2,198.3
Older adults (65+ years),Males,South Western Sydney LHD,2019-2020,178.2,155,203.9
Older adults (65+ years),Males,South Western Sydney LHD,2020-2021,170.9,148.7,195.5
Older adults (65+ years),Males,South Eastern Sydney LHD,2011-2012,138.3,116.6,162.7
Older adults (65+ years),Males,South Eastern Sydney LHD,2012-2013,159.1,136.1,184.8
Older adults (65+ years),Males,South Eastern Sydney LHD,2013-2014,165.2,142,191
Older adults (65+ years),Males,South Eastern Sydney LHD,2014-2015,149.5,128,173.6
Older adults (65+ years),Males,South Eastern Sydney LHD,2015-2016,135,115,157.5
Older adults (65+ years),Males,South Eastern Sydney LHD,2016-2017,141.7,121.3,164.6
Older adults (65+ years),Males,South Eastern Sydney LHD,2017-2018,130,110.7,151.7
Older adults (65+ years),Males,South Eastern Sydney LHD,2018-2019,104.9,87.9,124.3
Older adults (65+ years),Males,South Eastern Sydney LHD,2019-2020,124.1,105.7,144.7
Older adults (65+ years),Males,South Eastern Sydney LHD,2020-2021,125,106.9,145.3
Older adults (65+ years),Males,Illawarra Shoalhaven LHD,2011-2012,250.8,212.9,293.5
Older adults (65+ years),Males,Illawarra Shoalhaven LHD,2012-2013,240.6,204,281.9
Older adults (65+ years),Males,Illawarra Shoalhaven LHD,2013-2014,257.2,219.9,298.9
Older adults (65+ years),Males,Illawarra Shoalhaven LHD,2014-2015,247.9,211.9,288.3
Older adults (65+ years),Males,Illawarra Shoalhaven LHD,2015-2016,245.8,210.5,285.4
Older adults (65+ years),Males,Illawarra Shoalhaven LHD,2016-2017,250.7,215.4,290.1
Older adults (65+ years),Males,Illawarra Shoalhaven LHD,2017-2018,226.2,193,263.4
Older adults (65+ years),Males,Illawarra Shoalhaven LHD,2018-2019,199.7,169.1,234.2
Older adults (65+ years),Males,Illawarra Shoalhaven LHD,2019-2020,207.7,177,242.1
Older adults (65+ years),Males,Illawarra Shoalhaven LHD,2020-2021,214.1,183.3,248.5
Older adults (65+ years),Males,Western Sydney LHD,2011-2012,194.4,163,230
Older adults (65+ years),Males,Western Sydney LHD,2012-2013,201.2,169.9,236.4
Older adults (65+ years),Males,Western Sydney LHD,2013-2014,231.4,198.4,268.1
Older adults (65+ years),Males,Western Sydney LHD,2014-2015,237.3,204.6,273.8
Older adults (65+ years),Males,Western Sydney LHD,2015-2016,220.8,190,255.1
Older adults (65+ years),Males,Western Sydney LHD,2016-2017,212.3,182.8,245.2
Older adults (65+ years),Males,Western Sydney LHD,2017-2018,170.6,144.6,199.7
Older adults (65+ years),Males,Western Sydney LHD,2018-2019,165.9,140.9,194
Older adults (65+ years),Males,Western Sydney LHD,2019-2020,178.4,153.1,206.7
Older adults (65+ years),Males,Western Sydney LHD,2020-2021,149.3,126.6,174.7
Older adults (65+ years),Males,Nepean Blue Mountains LHD,2011-2012,217.6,168.7,275.8
Older adults (65+ years),Males,Nepean Blue Mountains LHD,2012-2013,229.3,180.2,287.4
Older adults (65+ years),Males,Nepean Blue Mountains LHD,2013-2014,246,196.2,304.3
Older adults (65+ years),Males,Nepean Blue Mountains LHD,2014-2015,261,211.3,318.8
Older adults (65+ years),Males,Nepean Blue Mountains LHD,2015-2016,284.3,233,343.3
Older adults (65+ years),Males,Nepean Blue Mountains LHD,2016-2017,295.3,243.3,354.8
Older adults (65+ years),Males,Nepean Blue Mountains LHD,2017-2018,240.6,195,293.3
Older adults (65+ years),Males,Nepean Blue Mountains LHD,2018-2019,196.6,156.3,243.9
Older adults (65+ years),Males,Nepean Blue Mountains LHD,2019-2020,175.7,138.4,219.6
Older adults (65+ years),Males,Nepean Blue Mountains LHD,2020-2021,152.8,119.1,192.9
Older adults (65+ years),Males,Northern Sydney LHD,2011-2012,129.8,110,152.2
Older adults (65+ years),Males,Northern Sydney LHD,2012-2013,131,111.4,153.1
Older adults (65+ years),Males,Northern Sydney LHD,2013-2014,114.2,96.2,134.7
Older adults (65+ years),Males,Northern Sydney LHD,2014-2015,108.5,91.3,128.1
Older adults (65+ years),Males,Northern Sydney LHD,2015-2016,106.1,89.2,125.4
Older adults (65+ years),Males,Northern Sydney LHD,2016-2017,106.5,89.7,125.5
Older adults (65+ years),Males,Northern Sydney LHD,2017-2018,93.1,77.8,110.7
Older adults (65+ years),Males,Northern Sydney LHD,2018-2019,85,70.5,101.6
Older adults (65+ years),Males,Northern Sydney LHD,2019-2020,84.6,70.4,101
Older adults (65+ years),Males,Northern Sydney LHD,2020-2021,88.8,74.3,105.3
Older adults (65+ years),Males,Central Coast LHD,2011-2012,239.9,200.8,284.4
Older adults (65+ years),Males,Central Coast LHD,2012-2013,261.3,221,306.9
Older adults (65+ years),Males,Central Coast LHD,2013-2014,297.3,254.5,345.2
Older adults (65+ years),Males,Central Coast LHD,2014-2015,306.2,263.2,354.2
Older adults (65+ years),Males,Central Coast LHD,2015-2016,273.4,233.6,318
Older adults (65+ years),Males,Central Coast LHD,2016-2017,279.9,240,324.6
Older adults (65+ years),Males,Central Coast LHD,2017-2018,289.2,248.8,334.1
Older adults (65+ years),Males,Central Coast LHD,2018-2019,287.5,247.7,331.9
Older adults (65+ years),Males,Central Coast LHD,2019-2020,238.5,202.7,278.8
Older adults (65+ years),Males,Central Coast LHD,2020-2021,203.7,171.2,240.5
Older adults (65+ years),Males,Hunter New England LHD,2011-2012,255.2,228.6,284
Older adults (65+ years),Males,Hunter New England LHD,2012-2013,255.8,229.5,284.2
Older adults (65+ years),Males,Hunter New England LHD,2013-2014,249.1,223.6,276.7
Older adults (65+ years),Males,Hunter New England LHD,2014-2015,244.7,219.8,271.6
Older adults (65+ years),Males,Hunter New England LHD,2015-2016,247.4,222.5,274.3
Older adults (65+ years),Males,Hunter New England LHD,2016-2017,280.8,254.5,308.9
Older adults (65+ years),Males,Hunter New England LHD,2017-2018,270.5,245.2,297.7
Older adults (65+ years),Males,Hunter New England LHD,2018-2019,232.5,209.5,257.4
Older adults (65+ years),Males,Hunter New England LHD,2019-2020,212.2,190.6,235.5
Older adults (65+ years),Males,Hunter New England LHD,2020-2021,203.6,183,225.9
Older adults (65+ years),Males,Northern NSW LHD,2011-2012,221,182.6,265
Older adults (65+ years),Males,Northern NSW LHD,2012-2013,215.7,178.2,258.7
Older adults (65+ years),Males,Northern NSW LHD,2013-2014,189.9,155.3,229.8
Older adults (65+ years),Males,Northern NSW LHD,2014-2015,202.5,167.3,242.9
Older adults (65+ years),Males,Northern NSW LHD,2015-2016,223.3,186.9,264.8
Older adults (65+ years),Males,Northern NSW LHD,2016-2017,202.9,169,241.7
Older adults (65+ years),Males,Northern NSW LHD,2017-2018,198.7,165.3,236.7
Older adults (65+ years),Males,Northern NSW LHD,2018-2019,208.1,174.4,246.3
Older adults (65+ years),Males,Northern NSW LHD,2019-2020,220.3,186.3,258.7
Older adults (65+ years),Males,Northern NSW LHD,2020-2021,181.9,151.6,216.6
Older adults (65+ years),Males,Mid North Coast LHD,2011-2012,288.3,238.5,345.4
Older adults (65+ years),Males,Mid North Coast LHD,2012-2013,295.9,246,353
Older adults (65+ years),Males,Mid North Coast LHD,2013-2014,281.8,233.9,336.6
Older adults (65+ years),Males,Mid North Coast LHD,2014-2015,240.3,197,290.2
Older adults (65+ years),Males,Mid North Coast LHD,2015-2016,254.7,210.7,305.1
Older adults (65+ years),Males,Mid North Coast LHD,2016-2017,277.9,232.4,329.6
Older adults (65+ years),Males,Mid North Coast LHD,2017-2018,254.3,211.6,303.1
Older adults (65+ years),Males,Mid North Coast LHD,2018-2019,255.3,213.2,303.2
Older adults (65+ years),Males,Mid North Coast LHD,2019-2020,214.6,176.8,258.1
Older adults (65+ years),Males,Mid North Coast LHD,2020-2021,173.2,139.9,212
Older adults (65+ years),Males,Southern NSW LHD,2011-2012,258.2,202.8,323.8
Older adults (65+ years),Males,Southern NSW LHD,2012-2013,237.1,185.7,298
Older adults (65+ years),Males,Southern NSW LHD,2013-2014,218.1,169.9,275.5
Older adults (65+ years),Males,Southern NSW LHD,2014-2015,244.8,194.1,304.4
Older adults (65+ years),Males,Southern NSW LHD,2015-2016,241.1,191.4,299.5
Older adults (65+ years),Males,Southern NSW LHD,2016-2017,257.1,206.4,316.3
Older adults (65+ years),Males,Southern NSW LHD,2017-2018,278.5,226.8,338.4
Older adults (65+ years),Males,Southern NSW LHD,2018-2019,277.1,226.3,335.6
Older adults (65+ years),Males,Southern NSW LHD,2019-2020,254.9,207.2,310.3
Older adults (65+ years),Males,Southern NSW LHD,2020-2021,230.4,186.1,281.9
Older adults (65+ years),Males,Murrumbidgee LHD,2011-2012,264.1,214.3,322
Older adults (65+ years),Males,Murrumbidgee LHD,2012-2013,249.4,202.1,304.3
