"Influenza and pneumonia hospitalisations by Age (years), Sex and LHD",,,,,,
Age (years),Sex,LHD,Period,"Rate per 100,000 population",LL 95% CI,UL 95% CI
65+ years,Females,Southern NSW LHD,7-Aug,"1,137.80",977.1,"1,317.40"
65+ years,Females,Southern NSW LHD,8-Sep,"1,376.90","1,200.50","1,571.90"
65+ years,Females,Southern NSW LHD,9-Oct,"1,255.20","1,090.20","1,438.20"
65+ years,Females,Southern NSW LHD,10-Nov,"1,504.60","1,326.70","1,699.70"
65+ years,Females,Southern NSW LHD,11-Dec,"1,185.40","1,030.10","1,357.40"
65+ years,Females,Southern NSW LHD,Dec-13,"1,187.80","1,037.50","1,353.90"
65+ years,Females,Southern NSW LHD,13/14,"1,105.80",961.9,"1,265.20"
65+ years,Females,Southern NSW LHD,14/15,"1,221.60","1,069.10","1,389.60"
65+ years,Females,Southern NSW LHD,15/16,"1,150.40","1,005.90","1,309.80"
65+ years,Females,Southern NSW LHD,16/17,"1,544.90","1,380.10","1,724.00"
65+ years,Females,Southern NSW LHD,17/18,"1,791.80","1,615.70","1,982.00"
65+ years,Females,Southern NSW LHD,18/19,"1,281.60","1,134.00","1,443.00"
65+ years,Females,Southern NSW LHD,19/20,"1,367.20","1,219.60","1,527.90"
65+ years,Females,Southern NSW LHD,20/21,980.6,858.5,"1,115.30"
65+ years,Females,Murrumbidgee LHD,1-Feb,"1,200.90","1,050.30","1,367.20"
65+ years,Females,Murrumbidgee LHD,2-Mar,"1,300.40","1,145.80","1,470.20"
65+ years,Females,Murrumbidgee LHD,3-Apr,"1,356.30","1,196.80","1,531.10"
65+ years,Females,Murrumbidgee LHD,4-May,"1,295.70","1,141.40","1,465.10"
65+ years,Females,Murrumbidgee LHD,5-Jun,"1,312.50","1,159.80","1,479.90"
65+ years,Females,Murrumbidgee LHD,6-Jul,"1,227.10","1,080.80","1,387.70"
65+ years,Females,Murrumbidgee LHD,7-Aug,"1,441.30","1,282.20","1,614.80"
65+ years,Females,Murrumbidgee LHD,8-Sep,"1,225.50","1,082.00","1,382.90"
65+ years,Females,Murrumbidgee LHD,9-Oct,"1,207.90","1,066.00","1,363.40"
65+ years,Females,Murrumbidgee LHD,10-Nov,"1,203.00","1,062.10","1,357.50"
65+ years,Females,Murrumbidgee LHD,11-Dec,"1,141.60","1,006.00","1,290.40"
65+ years,Females,Murrumbidgee LHD,Dec-13,"1,364.90","1,219.00","1,523.50"
65+ years,Females,Murrumbidgee LHD,13/14,"1,332.20","1,189.10","1,487.80"
65+ years,Females,Murrumbidgee LHD,14/15,"1,572.70","1,419.80","1,737.80"
65+ years,Females,Murrumbidgee LHD,15/16,"1,397.70","1,255.60","1,551.70"
65+ years,Females,Murrumbidgee LHD,16/17,"1,631.00","1,479.00","1,794.60"
65+ years,Females,Murrumbidgee LHD,17/18,"1,839.20","1,678.40","2,011.40"
65+ years,Females,Murrumbidgee LHD,18/19,"1,639.20","1,488.10","1,801.60"
65+ years,Females,Murrumbidgee LHD,19/20,"1,796.10","1,638.40","1,965.00"
65+ years,Females,Murrumbidgee LHD,20/21,"1,070.00",950.7,"1,200.10"
65+ years,Females,Western NSW LHD,1-Feb,"1,321.00","1,166.70","1,489.90"
65+ years,Females,Western NSW LHD,2-Mar,"1,488.20","1,324.10","1,667.00"
65+ years,Females,Western NSW LHD,3-Apr,"1,460.10","1,298.70","1,636.00"
65+ years,Females,Western NSW LHD,4-May,"1,341.20","1,188.20","1,508.50"
65+ years,Females,Western NSW LHD,5-Jun,"1,417.20","1,261.80","1,586.60"
65+ years,Females,Western NSW LHD,6-Jul,"1,262.50","1,115.30","1,423.70"
65+ years,Females,Western NSW LHD,7-Aug,"1,518.70","1,358.20","1,693.00"
65+ years,Females,Western NSW LHD,8-Sep,"1,437.00","1,282.80","1,604.60"
65+ years,Females,Western NSW LHD,9-Oct,"1,329.20","1,184.00","1,487.40"
65+ years,Females,Western NSW LHD,10-Nov,"1,569.40","1,412.50","1,739.00"
65+ years,Females,Western NSW LHD,11-Dec,"1,505.40","1,353.80","1,669.40"
65+ years,Females,Western NSW LHD,Dec-13,"1,422.30","1,278.10","1,578.40"
65+ years,Females,Western NSW LHD,13/14,"1,407.30","1,265.40","1,560.80"
65+ years,Females,Western NSW LHD,14/15,"1,561.90","1,413.90","1,721.20"
65+ years,Females,Western NSW LHD,15/16,"1,579.20","1,431.70","1,738.00"
65+ years,Females,Western NSW LHD,16/17,"1,902.50","1,739.90","2,076.10"
65+ years,Females,Western NSW LHD,17/18,"1,851.30","1,693.10","2,020.30"
65+ years,Females,Western NSW LHD,18/19,"1,524.80","1,382.70","1,677.60"
65+ years,Females,Western NSW LHD,19/20,"1,466.00","1,328.50","1,613.80"
65+ years,Females,Western NSW LHD,20/21,"1,044.10",929.8,"1,168.70"
65+ years,Females,All LHDs,1-Feb,843.1,818,868.8
65+ years,Females,All LHDs,2-Mar,922,895.9,948.6
65+ years,Females,All LHDs,3-Apr,925.3,899.4,951.8
65+ years,Females,All LHDs,4-May,905.8,880.3,931.8
65+ years,Females,All LHDs,5-Jun,856.3,831.8,881.3
65+ years,Females,All LHDs,6-Jul,819.8,796,844.1
65+ years,Females,All LHDs,7-Aug,934.1,909,959.8
65+ years,Females,All LHDs,8-Sep,935.9,910.8,961.4
65+ years,Females,All LHDs,9-Oct,854.2,830.5,878.3
65+ years,Females,All LHDs,10-Nov,945.3,920.7,970.4
65+ years,Females,All LHDs,11-Dec,980.7,955.9,"1,005.90"
65+ years,Females,All LHDs,Dec-13,"1,001.40",976.7,"1,026.40"
65+ years,Females,All LHDs,13/14,966.3,942.2,990.7
65+ years,Females,All LHDs,14/15,"1,191.20","1,164.80","1,218.10"
65+ years,Females,All LHDs,15/16,"1,155.70","1,130.00","1,181.90"
65+ years,Females,All LHDs,16/17,"1,272.60","1,245.90","1,299.80"
65+ years,Females,All LHDs,17/18,"1,492.10","1,463.50","1,521.10"
65+ years,Females,All LHDs,18/19,"1,257.10","1,231.20","1,283.30"
65+ years,Females,All LHDs,19/20,"1,265.90","1,240.30","1,291.80"
65+ years,Females,All LHDs,20/21,709.8,690.9,729
65+ years,Persons,Sydney LHD,1-Feb,"1,152.60","1,068.70","1,241.40"
65+ years,Persons,Sydney LHD,2-Mar,"1,224.10","1,136.90","1,316.30"
65+ years,Persons,Sydney LHD,3-Apr,"1,208.90","1,121.60","1,301.30"
65+ years,Persons,Sydney LHD,4-May,"1,363.80","1,271.60","1,460.80"
65+ years,Persons,Sydney LHD,5-Jun,"1,058.10",978.8,"1,142.20"
65+ years,Persons,Sydney LHD,6-Jul,"1,133.30","1,052.60","1,218.60"
65+ years,Persons,Sydney LHD,7-Aug,"1,199.70","1,117.70","1,286.20"
65+ years,Persons,Sydney LHD,8-Sep,"1,032.90",957.3,"1,113.00"
65+ years,Persons,Sydney LHD,9-Oct,956.4,884.3,"1,032.80"
65+ years,Persons,Sydney LHD,10-Nov,"1,082.30","1,006.70","1,162.20"
65+ years,Persons,Sydney LHD,11-Dec,"1,228.40","1,148.50","1,312.50"
65+ years,Persons,Sydney LHD,Dec-13,"1,153.80","1,077.50","1,234.20"
65+ years,Persons,Sydney LHD,13/14,"1,058.30",985.9,"1,134.50"
65+ years,Persons,Sydney LHD,14/15,"1,363.80","1,282.40","1,449.10"
65+ years,Persons,Sydney LHD,15/16,"1,361.60","1,281.50","1,445.40"
65+ years,Persons,Sydney LHD,16/17,"1,656.50","1,569.10","1,747.50"
65+ years,Persons,Sydney LHD,17/18,"1,799.30","1,710.00","1,892.00"
65+ years,Persons,Sydney LHD,18/19,"1,446.00","1,367.70","1,527.70"
65+ years,Persons,Sydney LHD,19/20,"1,554.30","1,474.70","1,637.10"
65+ years,Persons,Sydney LHD,20/21,866.3,808.2,927.4
65+ years,Persons,South Western Sydney LHD,1-Feb,"1,058.30",984.2,"1,136.50"
65+ years,Persons,South Western Sydney LHD,2-Mar,"1,122.10","1,047.00","1,201.20"
65+ years,Persons,South Western Sydney LHD,3-Apr,"1,182.80","1,106.70","1,262.70"
65+ years,Persons,South Western Sydney LHD,4-May,"1,074.20","1,003.10","1,149.00"
65+ years,Persons,South Western Sydney LHD,5-Jun,976.9,910.3,"1,047.00"
65+ years,Persons,South Western Sydney LHD,6-Jul,987.8,921.7,"1,057.40"
65+ years,Persons,South Western Sydney LHD,7-Aug,"1,096.90","1,028.50","1,168.50"
65+ years,Persons,South Western Sydney LHD,8-Sep,"1,017.80",953.2,"1,085.60"
65+ years,Persons,South Western Sydney LHD,9-Oct,869.7,811.3,931.1
65+ years,Persons,South Western Sydney LHD,10-Nov,992.2,930.9,"1,056.40"
65+ years,Persons,South Western Sydney LHD,11-Dec,"1,150.30","1,085.30","1,218.20"
65+ years,Persons,South Western Sydney LHD,Dec-13,"1,088.70","1,026.50","1,153.60"
65+ years,Persons,South Western Sydney LHD,13/14,"1,004.80",946.3,"1,066.00"
65+ years,Persons,South Western Sydney LHD,14/15,"1,302.70","1,236.70","1,371.30"
65+ years,Persons,South Western Sydney LHD,15/16,"1,328.40","1,263.00","1,396.30"
65+ years,Persons,South Western Sydney LHD,16/17,"1,490.00","1,421.80","1,560.60"
65+ years,Persons,South Western Sydney LHD,17/18,"1,689.70","1,618.60","1,763.10"
65+ years,Persons,South Western Sydney LHD,18/19,"1,461.30","1,396.50","1,528.40"
65+ years,Persons,South Western Sydney LHD,19/20,"1,408.90","1,346.30","1,473.60"
65+ years,Persons,South Western Sydney LHD,20/21,875.4,827.3,925.5
65+ years,Persons,South Eastern Sydney LHD,1-Feb,"1,028.80",969.1,"1,091.20"
65+ years,Persons,South Eastern Sydney LHD,2-Mar,"1,038.00",978.6,"1,100.10"
65+ years,Persons,South Eastern Sydney LHD,3-Apr,"1,091.80","1,031.20","1,155.10"
65+ years,Persons,South Eastern Sydney LHD,4-May,"1,036.90",978.1,"1,098.40"
65+ years,Persons,South Eastern Sydney LHD,5-Jun,943.2,887.3,"1,001.80"
65+ years,Persons,South Eastern Sydney LHD,6-Jul,961.7,906.1,"1,019.90"
65+ years,Persons,South Eastern Sydney LHD,7-Aug,"1,092.20","1,033.20","1,153.70"
65+ years,Persons,South Eastern Sydney LHD,8-Sep,991.6,935.8,"1,049.90"
65+ years,Persons,South Eastern Sydney LHD,9-Oct,982.8,927.4,"1,040.70"
65+ years,Persons,South Eastern Sydney LHD,10-Nov,994.5,939.8,"1,051.60"
65+ years,Persons,South Eastern Sydney LHD,11-Dec,"1,176.00","1,116.90","1,237.40"
65+ years,Persons,South Eastern Sydney LHD,Dec-13,"1,150.70","1,092.50","1,211.20"
65+ years,Persons,South Eastern Sydney LHD,13/14,"1,032.90",978.2,"1,089.80"
65+ years,Persons,South Eastern Sydney LHD,14/15,"1,344.30","1,282.30","1,408.60"
65+ years,Persons,South Eastern Sydney LHD,15/16,"1,231.10","1,172.50","1,291.90"
65+ years,Persons,South Eastern Sydney LHD,16/17,"1,417.40","1,355.10","1,481.80"
65+ years,Persons,South Eastern Sydney LHD,17/18,"1,695.10","1,627.60","1,764.60"
65+ years,Persons,South Eastern Sydney LHD,18/19,"1,526.80","1,463.70","1,592.00"
65+ years,Persons,South Eastern Sydney LHD,19/20,"1,469.10","1,408.20","1,531.80"
65+ years,Persons,South Eastern Sydney LHD,20/21,761,717.9,806
65+ years,Persons,Illawarra Shoalhaven LHD,1-Feb,912.5,831.7,999
65+ years,Persons,Illawarra Shoalhaven LHD,2-Mar,918.6,838.4,"1,004.20"
65+ years,Persons,Illawarra Shoalhaven LHD,3-Apr,826,751.5,905.9
65+ years,Persons,Illawarra Shoalhaven LHD,4-May,930.2,851.9,"1,013.60"
65+ years,Persons,Illawarra Shoalhaven LHD,5-Jun,948.9,870.9,"1,032.10"
65+ years,Persons,Illawarra Shoalhaven LHD,6-Jul,902.2,827.5,981.9
65+ years,Persons,Illawarra Shoalhaven LHD,7-Aug,907.8,834,986.3
65+ years,Persons,Illawarra Shoalhaven LHD,8-Sep,"1,116.70","1,036.00","1,202.10"
65+ years,Persons,Illawarra Shoalhaven LHD,9-Oct,"1,084.60","1,006.60","1,167.00"
65+ years,Persons,Illawarra Shoalhaven LHD,10-Nov,"1,135.40","1,057.40","1,217.70"
65+ years,Persons,Illawarra Shoalhaven LHD,11-Dec,"1,184.20","1,105.50","1,267.00"
65+ years,Persons,Illawarra Shoalhaven LHD,Dec-13,"1,429.10","1,343.70","1,518.60"
65+ years,Persons,Illawarra Shoalhaven LHD,13/14,"1,434.90","1,350.90","1,522.90"
65+ years,Persons,Illawarra Shoalhaven LHD,14/15,"1,516.80","1,431.10","1,606.40"
65+ years,Persons,Illawarra Shoalhaven LHD,15/16,"1,347.40","1,267.00","1,431.60"
65+ years,Persons,Illawarra Shoalhaven LHD,16/17,"1,442.30","1,360.20","1,528.10"
65+ years,Persons,Illawarra Shoalhaven LHD,17/18,"1,838.20","1,746.90","1,933.10"
65+ years,Persons,Illawarra Shoalhaven LHD,18/19,"1,648.10","1,562.80","1,737.00"
65+ years,Persons,Illawarra Shoalhaven LHD,19/20,"1,614.10","1,530.70","1,700.90"
65+ years,Persons,Illawarra Shoalhaven LHD,20/21,"1,008.30",943.6,"1,076.30"
65+ years,Persons,Western Sydney LHD,1-Feb,"1,025.70",948.8,"1,107.10"
65+ years,Persons,Western Sydney LHD,2-Mar,983.5,909.3,"1,062.10"
65+ years,Persons,Western Sydney LHD,3-Apr,981.1,907.6,"1,059.10"
65+ years,Persons,Western Sydney LHD,4-May,"1,018.30",944.4,"1,096.50"
65+ years,Persons,Western Sydney LHD,5-Jun,988.5,916.5,"1,064.70"
65+ years,Persons,Western Sydney LHD,6-Jul,"1,043.20",970.2,"1,120.20"
65+ years,Persons,Western Sydney LHD,7-Aug,"1,088.20","1,015.20","1,165.00"
65+ years,Persons,Western Sydney LHD,8-Sep,"1,171.90","1,097.10","1,250.30"
65+ years,Persons,Western Sydney LHD,9-Oct,"1,077.60","1,007.50","1,151.40"
65+ years,Persons,Western Sydney LHD,10-Nov,"1,180.70","1,108.10","1,256.80"
65+ years,Persons,Western Sydney LHD,11-Dec,"1,301.90","1,227.20","1,380.10"
65+ years,Persons,Western Sydney LHD,Dec-13,"1,246.10","1,173.90","1,321.50"
65+ years,Persons,Western Sydney LHD,13/14,"1,265.10","1,193.30","1,340.00"
65+ years,Persons,Western Sydney LHD,14/15,"1,400.00","1,326.00","1,477.10"
65+ years,Persons,Western Sydney LHD,15/16,"1,294.60","1,224.50","1,367.60"
65+ years,Persons,Western Sydney LHD,16/17,"1,416.40","1,344.20","1,491.60"
65+ years,Persons,Western Sydney LHD,17/18,"1,723.50","1,645.60","1,804.00"
65+ years,Persons,Western Sydney LHD,18/19,"1,435.80","1,366.40","1,507.80"
65+ years,Persons,Western Sydney LHD,19/20,"1,358.20","1,292.40","1,426.50"
65+ years,Persons,Western Sydney LHD,20/21,846.7,796.3,899.5
65+ years,Persons,Nepean Blue Mountains LHD,1-Feb,"1,298.10","1,171.60","1,434.50"
65+ years,Persons,Nepean Blue Mountains LHD,2-Mar,"1,201.30","1,082.90","1,329.00"
65+ years,Persons,Nepean Blue Mountains LHD,3-Apr,"1,238.50","1,118.70","1,367.60"
65+ years,Persons,Nepean Blue Mountains LHD,4-May,"1,245.20","1,125.10","1,374.50"
65+ years,Persons,Nepean Blue Mountains LHD,5-Jun,"1,086.90",976.2,"1,206.70"
65+ years,Persons,Nepean Blue Mountains LHD,6-Jul,"1,114.00","1,003.50","1,233.40"
65+ years,Persons,Nepean Blue Mountains LHD,7-Aug,"1,547.60","1,418.00","1,685.70"
65+ years,Persons,Nepean Blue Mountains LHD,8-Sep,"1,207.10","1,095.00","1,327.40"
65+ years,Persons,Nepean Blue Mountains LHD,9-Oct,"1,066.50",962.7,"1,178.40"
65+ years,Persons,Nepean Blue Mountains LHD,10-Nov,"1,392.00","1,275.90","1,515.70"
65+ years,Persons,Nepean Blue Mountains LHD,11-Dec,"1,435.50","1,318.50","1,560.00"
65+ years,Persons,Nepean Blue Mountains LHD,Dec-13,"1,318.70","1,209.60","1,434.90"
65+ years,Persons,Nepean Blue Mountains LHD,13/14,"1,283.70","1,177.80","1,396.60"
65+ years,Persons,Nepean Blue Mountains LHD,14/15,"1,600.80","1,485.20","1,722.90"
65+ years,Persons,Nepean Blue Mountains LHD,15/16,"1,382.70","1,276.80","1,495.00"
65+ years,Persons,Nepean Blue Mountains LHD,16/17,"1,498.80","1,390.00","1,613.80"
65+ years,Persons,Nepean Blue Mountains LHD,17/18,"1,867.80","1,748.60","1,993.00"
65+ years,Persons,Nepean Blue Mountains LHD,18/19,"1,541.10","1,435.40","1,652.40"
65+ years,Persons,Nepean Blue Mountains LHD,19/20,"1,504.50","1,402.30","1,612.10"
65+ years,Persons,Nepean Blue Mountains LHD,20/21,926.2,847.9,"1,009.70"
65+ years,Persons,Northern Sydney LHD,1-Feb,859.3,806.9,914.2
65+ years,Persons,Northern Sydney LHD,2-Mar,860.6,808.7,914.9
65+ years,Persons,Northern Sydney LHD,3-Apr,893.1,840.2,948.4
65+ years,Persons,Northern Sydney LHD,4-May,961,906.5,"1,018.00"
65+ years,Persons,Northern Sydney LHD,5-Jun,906.3,853.6,961.4
65+ years,Persons,Northern Sydney LHD,6-Jul,841.5,791.4,894
65+ years,Persons,Northern Sydney LHD,7-Aug,993.3,939.3,"1,049.50"
65+ years,Persons,Northern Sydney LHD,8-Sep,956.8,904.2,"1,011.80"
65+ years,Persons,Northern Sydney LHD,9-Oct,859.5,810.6,910.8
65+ years,Persons,Northern Sydney LHD,10-Nov,918,867.4,970.9
65+ years,Persons,Northern Sydney LHD,11-Dec,"1,051.10",997.3,"1,107.10"
65+ years,Persons,Northern Sydney LHD,Dec-13,981.6,930.6,"1,034.70"
65+ years,Persons,Northern Sydney LHD,13/14,970.2,919.7,"1,022.90"
65+ years,Persons,Northern Sydney LHD,14/15,"1,198.70","1,143.20","1,256.30"
65+ years,Persons,Northern Sydney LHD,15/16,"1,292.70","1,235.50","1,351.80"
65+ years,Persons,Northern Sydney LHD,16/17,"1,320.90","1,263.60","1,380.20"
65+ years,Persons,Northern Sydney LHD,17/18,"1,521.60","1,461.10","1,584.10"
65+ years,Persons,Northern Sydney LHD,18/19,"1,326.70","1,270.90","1,384.40"
65+ years,Persons,Northern Sydney LHD,19/20,"1,237.20","1,184.10","1,292.10"
65+ years,Persons,Northern Sydney LHD,20/21,661.1,623,700.9
65+ years,Persons,Central Coast LHD,1-Feb,938.5,857.8,"1,024.60"
65+ years,Persons,Central Coast LHD,2-Mar,"1,004.50",921.4,"1,093.00"
65+ years,Persons,Central Coast LHD,3-Apr,948.8,869,"1,033.90"
65+ years,Persons,Central Coast LHD,4-May,825.5,751.9,904.4
65+ years,Persons,Central Coast LHD,5-Jun,937.8,860.4,"1,020.30"
65+ years,Persons,Central Coast LHD,6-Jul,932.4,856,"1,014.00"
65+ years,Persons,Central Coast LHD,7-Aug,"1,010.40",930.9,"1,094.80"
65+ years,Persons,Central Coast LHD,8-Sep,"1,009.60",930.3,"1,093.90"
65+ years,Persons,Central Coast LHD,9-Oct,951.2,875.1,"1,032.30"
65+ years,Persons,Central Coast LHD,10-Nov,"1,137.80","1,055.00","1,225.30"
65+ years,Persons,Central Coast LHD,11-Dec,"1,124.10","1,043.50","1,209.30"
65+ years,Persons,Central Coast LHD,Dec-13,"1,089.60","1,011.00","1,172.80"
65+ years,Persons,Central Coast LHD,13/14,"1,199.00","1,117.00","1,285.50"
65+ years,Persons,Central Coast LHD,14/15,"1,306.30","1,221.70","1,395.40"
65+ years,Persons,Central Coast LHD,15/16,"1,339.30","1,254.50","1,428.20"
65+ years,Persons,Central Coast LHD,16/17,"1,287.40","1,205.30","1,373.70"
65+ years,Persons,Central Coast LHD,17/18,"1,529.50","1,440.40","1,622.70"
65+ years,Persons,Central Coast LHD,18/19,"1,430.70","1,345.40","1,520.10"
65+ years,Persons,Central Coast LHD,19/20,"1,475.20","1,389.20","1,565.30"
65+ years,Persons,Central Coast LHD,20/21,823.2,759.8,890.5
65+ years,Persons,Hunter New England LHD,1-Feb,"1,098.00","1,039.70","1,158.80"
65+ years,Persons,Hunter New England LHD,2-Mar,"1,206.30","1,145.70","1,269.20"
65+ years,Persons,Hunter New England LHD,3-Apr,"1,163.20","1,104.30","1,224.40"
65+ years,Persons,Hunter New England LHD,4-May,"1,249.70","1,189.30","1,312.50"
65+ years,Persons,Hunter New England LHD,5-Jun,"1,067.30","1,012.00","1,124.70"
65+ years,Persons,Hunter New England LHD,6-Jul,998.3,945.4,"1,053.20"
65+ years,Persons,Hunter New England LHD,7-Aug,"1,115.90","1,060.80","1,173.20"
65+ years,Persons,Hunter New England LHD,8-Sep,"1,106.60","1,052.40","1,163.00"
65+ years,Persons,Hunter New England LHD,9-Oct,"1,056.20","1,003.80","1,110.60"
65+ years,Persons,Hunter New England LHD,10-Nov,"1,132.30","1,078.80","1,187.70"
65+ years,Persons,Hunter New England LHD,11-Dec,"1,107.10","1,055.20","1,160.90"
65+ years,Persons,Hunter New England LHD,Dec-13,"1,111.60","1,060.40","1,164.80"
65+ years,Persons,Hunter New England LHD,13/14,"1,186.10","1,133.60","1,240.50"
65+ years,Persons,Hunter New England LHD,14/15,"1,445.70","1,388.20","1,505.00"
65+ years,Persons,Hunter New England LHD,15/16,"1,373.30","1,317.80","1,430.60"
65+ years,Persons,Hunter New England LHD,16/17,"1,531.90","1,474.00","1,591.50"
65+ years,Persons,Hunter New England LHD,17/18,"1,821.50","1,758.90","1,885.60"
65+ years,Persons,Hunter New England LHD,18/19,"1,446.30","1,391.50","1,502.80"
65+ years,Persons,Hunter New England LHD,19/20,"1,468.00","1,413.40","1,524.00"
65+ years,Persons,Hunter New England LHD,20/21,990.9,946.9,"1,036.50"
65+ years,Persons,Northern NSW LHD,1-Feb,963.5,875.5,"1,057.90"
65+ years,Persons,Northern NSW LHD,2-Mar,"1,092.10",999.5,"1,191.00"
65+ years,Persons,Northern NSW LHD,3-Apr,938.4,853.7,"1,029.30"
65+ years,Persons,Northern NSW LHD,4-May,808,730.6,891.4
65+ years,Persons,Northern NSW LHD,5-Jun,913.3,831.8,"1,000.60"
65+ years,Persons,Northern NSW LHD,6-Jul,829.5,752.8,912
65+ years,Persons,Northern NSW LHD,7-Aug,999,916,"1,087.50"
65+ years,Persons,Northern NSW LHD,8-Sep,939.9,859.7,"1,025.70"
65+ years,Persons,Northern NSW LHD,9-Oct,885.7,808.8,967.9
65+ years,Persons,Northern NSW LHD,10-Nov,825.4,752.2,903.8
65+ years,Persons,Northern NSW LHD,11-Dec,"1,095.00","1,011.80","1,183.10"
65+ years,Persons,Northern NSW LHD,Dec-13,984.5,907,"1,067.00"
65+ years,Persons,Northern NSW LHD,13/14,935.7,860.8,"1,015.50"
65+ years,Persons,Northern NSW LHD,14/15,"1,075.90",996.7,"1,159.60"
65+ years,Persons,Northern NSW LHD,15/16,"1,086.80","1,008.70","1,169.40"
65+ years,Persons,Northern NSW LHD,16/17,"1,232.50","1,150.20","1,319.20"
65+ years,Persons,Northern NSW LHD,17/18,"1,454.70","1,366.20","1,547.40"
65+ years,Persons,Northern NSW LHD,18/19,"1,073.20",998.8,"1,151.60"
65+ years,Persons,Northern NSW LHD,19/20,"1,312.10","1,230.70","1,397.40"
65+ years,Persons,Northern NSW LHD,20/21,735.7,676,799.3
65+ years,Persons,Mid North Coast LHD,1-Feb,"1,109.00",999.6,"1,227.10"
65+ years,Persons,Mid North Coast LHD,2-Mar,"1,168.60","1,058.00","1,287.60"
65+ years,Persons,Mid North Coast LHD,3-Apr,"1,297.50","1,182.70","1,420.30"
65+ years,Persons,Mid North Coast LHD,4-May,"1,174.90","1,067.70","1,290.10"
65+ years,Persons,Mid North Coast LHD,5-Jun,"1,093.10",990.9,"1,203.10"
65+ years,Persons,Mid North Coast LHD,6-Jul,"1,177.10","1,072.00","1,289.70"
65+ years,Persons,Mid North Coast LHD,7-Aug,"1,351.60","1,240.40","1,470.10"
65+ years,Persons,Mid North Coast LHD,8-Sep,"1,325.10","1,216.80","1,440.50"
65+ years,Persons,Mid North Coast LHD,9-Oct,"1,123.30","1,025.00","1,228.60"
65+ years,Persons,Mid North Coast LHD,10-Nov,"1,203.10","1,103.40","1,309.50"
65+ years,Persons,Mid North Coast LHD,11-Dec,"1,294.40","1,191.50","1,403.90"
65+ years,Persons,Mid North Coast LHD,Dec-13,"1,489.10","1,380.80","1,603.70"
65+ years,Persons,Mid North Coast LHD,13/14,"1,339.80","1,238.70","1,447.10"
65+ years,Persons,Mid North Coast LHD,14/15,"1,477.20","1,372.10","1,588.20"
65+ years,Persons,Mid North Coast LHD,15/16,"1,566.90","1,459.70","1,679.90"
65+ years,Persons,Mid North Coast LHD,16/17,"1,413.50","1,313.30","1,519.30"
65+ years,Persons,Mid North Coast LHD,17/18,"1,596.30","1,491.20","1,706.90"
65+ years,Persons,Mid North Coast LHD,18/19,"1,390.40","1,294.40","1,491.60"
65+ years,Persons,Mid North Coast LHD,19/20,"1,413.90","1,318.50","1,514.50"
65+ years,Persons,Mid North Coast LHD,20/21,992.3,913.6,"1,076.00"
65+ years,Persons,Southern NSW LHD,1-Feb,"1,217.70","1,083.40","1,364.10"
65+ years,Persons,Southern NSW LHD,2-Mar,"1,394.20","1,252.00","1,548.00"
65+ years,Persons,Southern NSW LHD,3-Apr,"1,304.10","1,168.10","1,451.60"
65+ years,Persons,Southern NSW LHD,4-May,"1,278.20","1,145.80","1,421.60"
65+ years,Persons,Southern NSW LHD,5-Jun,998,882.3,"1,124.60"
65+ years,Persons,Southern NSW LHD,6-Jul,"1,205.70","1,080.30","1,341.60"
65+ years,Persons,Southern NSW LHD,7-Aug,"1,548.50","1,408.20","1,699.00"
65+ years,Persons,Southern NSW LHD,8-Sep,"1,694.60","1,549.50","1,849.50"
65+ years,Persons,Southern NSW LHD,9-Oct,"1,482.00","1,349.30","1,624.10"
65+ years,Persons,Southern NSW LHD,10-Nov,"1,584.30","1,450.40","1,727.20"
65+ years,Persons,Southern NSW LHD,11-Dec,"1,542.00","1,411.20","1,681.70"
65+ years,Persons,Southern NSW LHD,Dec-13,"1,469.90","1,345.90","1,602.30"
65+ years,Persons,Southern NSW LHD,13/14,"1,308.10","1,191.80","1,432.60"
65+ years,Persons,Southern NSW LHD,14/15,"1,451.20","1,329.70","1,580.80"
65+ years,Persons,Southern NSW LHD,15/16,"1,459.60","1,340.00","1,587.00"
65+ years,Persons,Southern NSW LHD,16/17,"1,794.40","1,663.70","1,932.70"
65+ years,Persons,Southern NSW LHD,17/18,"2,134.20","1,992.90","2,282.80"
65+ years,Persons,Southern NSW LHD,18/19,"1,615.60","1,494.70","1,743.70"
65+ years,Persons,Southern NSW LHD,19/20,"1,650.10","1,530.60","1,776.40"
65+ years,Persons,Southern NSW LHD,20/21,"1,189.10","1,089.70","1,295.00"
65+ years,Persons,Murrumbidgee LHD,1-Feb,"1,521.50","1,391.60","1,660.20"
65+ years,Persons,Murrumbidgee LHD,2-Mar,"1,785.90","1,646.40","1,934.10"
65+ years,Persons,Murrumbidgee LHD,3-Apr,"1,534.80","1,406.50","1,671.70"
65+ years,Persons,Murrumbidgee LHD,4-May,"1,577.10","1,447.70","1,715.00"
65+ years,Persons,Murrumbidgee LHD,5-Jun,"1,570.70","1,443.70","1,705.90"
65+ years,Persons,Murrumbidgee LHD,6-Jul,"1,583.90","1,457.90","1,717.80"
65+ years,Persons,Murrumbidgee LHD,7-Aug,"1,721.50","1,591.70","1,859.10"
65+ years,Persons,Murrumbidgee LHD,8-Sep,"1,503.00","1,383.60","1,630.00"
65+ years,Persons,Murrumbidgee LHD,9-Oct,"1,457.60","1,341.40","1,581.20"
