"Respiratory disease hospitalisations by Disease type, Sex and LHD"
"Disease type","Sex","LHD","Period","Rate per 100,000 population","LL 95% CI","UL 95% CI"
"Chronic obstructive pulmonary disease","Persons","South Eastern Sydney LHD","02/03","193.8","184.5","203.5"
"Chronic obstructive pulmonary disease","Persons","South Eastern Sydney LHD","03/04","181.1","172.1","190.5"
"Chronic obstructive pulmonary disease","Persons","South Eastern Sydney LHD","04/05","173.9","165.2","183.0"
"Chronic obstructive pulmonary disease","Persons","South Eastern Sydney LHD","05/06","154.6","146.4","163.2"
"Chronic obstructive pulmonary disease","Persons","South Eastern Sydney LHD","06/07","151.2","143.2","159.7"
"Chronic obstructive pulmonary disease","Persons","South Eastern Sydney LHD","07/08","168.2","159.8","177.0"
"Chronic obstructive pulmonary disease","Persons","South Eastern Sydney LHD","08/09","161.1","152.9","169.6"
"Chronic obstructive pulmonary disease","Persons","South Eastern Sydney LHD","09/10","135.2","127.8","143.0"
"Chronic obstructive pulmonary disease","Persons","South Eastern Sydney LHD","10/11","139.3","131.7","147.1"
"Chronic obstructive pulmonary disease","Persons","South Eastern Sydney LHD","11/12","148.9","141.1","157.0"
"Chronic obstructive pulmonary disease","Persons","South Eastern Sydney LHD","12/13","139.4","132.0","147.2"
"Chronic obstructive pulmonary disease","Persons","South Eastern Sydney LHD","13/14","140.9","133.5","148.6"
"Chronic obstructive pulmonary disease","Persons","South Eastern Sydney LHD","14/15","135.9","128.7","143.4"
"Chronic obstructive pulmonary disease","Persons","South Eastern Sydney LHD","15/16","135.7","128.5","143.1"
"Chronic obstructive pulmonary disease","Persons","South Eastern Sydney LHD","16/17","139.7","132.6","147.2"
"Chronic obstructive pulmonary disease","Persons","South Eastern Sydney LHD","17/18","129.1","122.2","136.2"
"Chronic obstructive pulmonary disease","Persons","South Eastern Sydney LHD","18/19","127.8","121.1","134.9"
"Chronic obstructive pulmonary disease","Persons","South Eastern Sydney LHD","19/20","118.5","112.1","125.2"
"Chronic obstructive pulmonary disease","Persons","South Eastern Sydney LHD","20/21","76.8","71.7","82.2"
"Chronic obstructive pulmonary disease","Persons","South Eastern Sydney LHD","21/22","68.3","63.6","73.4"
"Chronic obstructive pulmonary disease","Persons","Illawarra Shoalhaven LHD","01/02","239.7","224.9","255.2"
"Chronic obstructive pulmonary disease","Persons","Illawarra Shoalhaven LHD","02/03","239.5","224.9","254.8"
"Chronic obstructive pulmonary disease","Persons","Illawarra Shoalhaven LHD","03/04","264.7","249.6","280.5"
"Chronic obstructive pulmonary disease","Persons","Illawarra Shoalhaven LHD","04/05","239.4","225.2","254.2"
"Chronic obstructive pulmonary disease","Persons","Illawarra Shoalhaven LHD","05/06","212.3","199.1","226.2"
"Chronic obstructive pulmonary disease","Persons","Illawarra Shoalhaven LHD","06/07","220.7","207.3","234.7"
"Chronic obstructive pulmonary disease","Persons","Illawarra Shoalhaven LHD","07/08","218.2","205.1","231.9"
"Chronic obstructive pulmonary disease","Persons","Illawarra Shoalhaven LHD","08/09","231.2","217.9","245.2"
"Chronic obstructive pulmonary disease","Persons","Illawarra Shoalhaven LHD","09/10","253.5","239.6","268.0"
"Chronic obstructive pulmonary disease","Persons","Illawarra Shoalhaven LHD","10/11","262.8","249.0","277.2"
"Chronic obstructive pulmonary disease","Persons","Illawarra Shoalhaven LHD","11/12","259.1","245.4","273.3"
"Chronic obstructive pulmonary disease","Persons","Illawarra Shoalhaven LHD","12/13","248.7","235.5","262.5"
"Chronic obstructive pulmonary disease","Persons","Illawarra Shoalhaven LHD","13/14","269.5","255.9","283.7"
"Chronic obstructive pulmonary disease","Persons","Illawarra Shoalhaven LHD","14/15","254.8","241.7","268.5"
"Chronic obstructive pulmonary disease","Persons","Illawarra Shoalhaven LHD","15/16","235.9","223.4","249.0"
"Chronic obstructive pulmonary disease","Persons","Illawarra Shoalhaven LHD","16/17","246.5","233.8","259.8"
"Chronic obstructive pulmonary disease","Persons","Illawarra Shoalhaven LHD","17/18","256.2","243.2","269.8"
"Chronic obstructive pulmonary disease","Persons","Illawarra Shoalhaven LHD","18/19","244.1","231.6","257.2"
"Chronic obstructive pulmonary disease","Persons","Illawarra Shoalhaven LHD","19/20","231.8","219.7","244.4"
"Chronic obstructive pulmonary disease","Persons","Illawarra Shoalhaven LHD","20/21","161.2","151.2","171.7"
"Chronic obstructive pulmonary disease","Persons","Illawarra Shoalhaven LHD","21/22","151.7","142.3","161.5"
"Chronic obstructive pulmonary disease","Persons","Western Sydney LHD","01/02","243.6","230.7","257.0"
"Chronic obstructive pulmonary disease","Persons","Western Sydney LHD","02/03","240.4","227.6","253.6"
"Chronic obstructive pulmonary disease","Persons","Western Sydney LHD","03/04","236.6","224.1","249.6"
"Chronic obstructive pulmonary disease","Persons","Western Sydney LHD","04/05","221.2","209.2","233.6"
"Chronic obstructive pulmonary disease","Persons","Western Sydney LHD","05/06","221.7","209.8","234.0"
"Chronic obstructive pulmonary disease","Persons","Western Sydney LHD","06/07","223.5","211.8","235.7"
"Chronic obstructive pulmonary disease","Persons","Western Sydney LHD","07/08","215.2","203.9","227.0"
"Chronic obstructive pulmonary disease","Persons","Western Sydney LHD","08/09","231.7","220.1","243.7"
"Chronic obstructive pulmonary disease","Persons","Western Sydney LHD","09/10","224.5","213.2","236.2"
"Chronic obstructive pulmonary disease","Persons","Western Sydney LHD","10/11","221.2","210.2","232.7"
"Chronic obstructive pulmonary disease","Persons","Western Sydney LHD","11/12","221.3","210.5","232.5"
"Chronic obstructive pulmonary disease","Persons","Western Sydney LHD","12/13","232.5","221.6","243.8"
"Chronic obstructive pulmonary disease","Persons","Western Sydney LHD","13/14","227.7","217.0","238.7"
"Chronic obstructive pulmonary disease","Persons","Western Sydney LHD","14/15","240.9","230.0","252.1"
"Chronic obstructive pulmonary disease","Persons","Western Sydney LHD","15/16","234.0","223.6","244.8"
"Chronic obstructive pulmonary disease","Persons","Western Sydney LHD","16/17","236.6","226.3","247.3"
"Chronic obstructive pulmonary disease","Persons","Western Sydney LHD","17/18","217.1","207.3","227.2"
"Chronic obstructive pulmonary disease","Persons","Western Sydney LHD","18/19","226.2","216.4","236.3"
"Chronic obstructive pulmonary disease","Persons","Western Sydney LHD","19/20","197.4","188.4","206.6"
"Chronic obstructive pulmonary disease","Persons","Western Sydney LHD","20/21","144.3","136.8","152.1"
"Chronic obstructive pulmonary disease","Persons","Western Sydney LHD","21/22","121.3","114.5","128.3"
"Chronic obstructive pulmonary disease","Persons","Nepean Blue Mountains LHD","01/02","274.4","254.4","295.6"
"Chronic obstructive pulmonary disease","Persons","Nepean Blue Mountains LHD","02/03","283.1","263.1","304.0"
"Chronic obstructive pulmonary disease","Persons","Nepean Blue Mountains LHD","03/04","258.3","239.3","278.4"
"Chronic obstructive pulmonary disease","Persons","Nepean Blue Mountains LHD","04/05","260.4","241.3","280.5"
"Chronic obstructive pulmonary disease","Persons","Nepean Blue Mountains LHD","05/06","258.5","239.7","278.4"
"Chronic obstructive pulmonary disease","Persons","Nepean Blue Mountains LHD","06/07","305.3","285.0","326.7"
"Chronic obstructive pulmonary disease","Persons","Nepean Blue Mountains LHD","07/08","280.1","260.9","300.2"
"Chronic obstructive pulmonary disease","Persons","Nepean Blue Mountains LHD","08/09","262.0","243.9","281.0"
"Chronic obstructive pulmonary disease","Persons","Nepean Blue Mountains LHD","09/10","245.1","227.8","263.3"
"Chronic obstructive pulmonary disease","Persons","Nepean Blue Mountains LHD","10/11","256.9","239.4","275.2"
"Chronic obstructive pulmonary disease","Persons","Nepean Blue Mountains LHD","11/12","262.4","245.1","280.6"
"Chronic obstructive pulmonary disease","Persons","Nepean Blue Mountains LHD","12/13","243.3","226.9","260.5"
"Chronic obstructive pulmonary disease","Persons","Nepean Blue Mountains LHD","13/14","260.4","243.7","277.9"
"Chronic obstructive pulmonary disease","Persons","Nepean Blue Mountains LHD","14/15","260.9","244.6","278.0"
"Chronic obstructive pulmonary disease","Persons","Nepean Blue Mountains LHD","15/16","256.5","240.6","273.2"
"Chronic obstructive pulmonary disease","Persons","Nepean Blue Mountains LHD","16/17","284.8","268.1","302.2"
"Chronic obstructive pulmonary disease","Persons","Nepean Blue Mountains LHD","17/18","268.8","252.9","285.4"
"Chronic obstructive pulmonary disease","Persons","Nepean Blue Mountains LHD","18/19","235.1","220.5","250.4"
"Chronic obstructive pulmonary disease","Persons","Nepean Blue Mountains LHD","19/20","207.5","194.1","221.7"
"Chronic obstructive pulmonary disease","Persons","Nepean Blue Mountains LHD","20/21","135.4","124.9","146.7"
"Chronic obstructive pulmonary disease","Persons","Nepean Blue Mountains LHD","21/22","138.9","128.5","150.0"
"Chronic obstructive pulmonary disease","Persons","Northern Sydney LHD","01/02","138.4","130.7","146.4"
"Chronic obstructive pulmonary disease","Persons","Northern Sydney LHD","02/03","116.7","109.7","124.1"
"Chronic obstructive pulmonary disease","Persons","Northern Sydney LHD","03/04","116.0","109.0","123.3"
"Chronic obstructive pulmonary disease","Persons","Northern Sydney LHD","04/05","118.7","111.6","126.1"
"Chronic obstructive pulmonary disease","Persons","Northern Sydney LHD","05/06","108.2","101.5","115.1"
"Chronic obstructive pulmonary disease","Persons","Northern Sydney LHD","06/07","101.8","95.4","108.5"
"Chronic obstructive pulmonary disease","Persons","Northern Sydney LHD","07/08","123.3","116.3","130.6"
"Chronic obstructive pulmonary disease","Persons","Northern Sydney LHD","08/09","112.5","105.9","119.4"
"Chronic obstructive pulmonary disease","Persons","Northern Sydney LHD","09/10","113.5","106.9","120.4"
"Chronic obstructive pulmonary disease","Persons","Northern Sydney LHD","10/11","116.8","110.1","123.8"
"Chronic obstructive pulmonary disease","Persons","Northern Sydney LHD","11/12","122.7","116.0","129.7"
"Chronic obstructive pulmonary disease","Persons","Northern Sydney LHD","12/13","111.6","105.3","118.2"
"Chronic obstructive pulmonary disease","Persons","Northern Sydney LHD","13/14","114.7","108.3","121.4"
"Chronic obstructive pulmonary disease","Persons","Northern Sydney LHD","14/15","123.5","116.9","130.4"
"Chronic obstructive pulmonary disease","Persons","Northern Sydney LHD","15/16","125.2","118.7","132.1"
"Chronic obstructive pulmonary disease","Persons","Northern Sydney LHD","16/17","109.3","103.3","115.5"
"Chronic obstructive pulmonary disease","Persons","Northern Sydney LHD","17/18","108.1","102.2","114.3"
"Chronic obstructive pulmonary disease","Persons","Northern Sydney LHD","18/19","102.9","97.2","108.8"
"Chronic obstructive pulmonary disease","Persons","Northern Sydney LHD","19/20","85.5","80.4","90.9"
"Chronic obstructive pulmonary disease","Persons","Northern Sydney LHD","20/21","61.2","56.9","65.8"
"Chronic obstructive pulmonary disease","Persons","Northern Sydney LHD","21/22","60.5","56.3","65.0"
"Chronic obstructive pulmonary disease","Persons","Central Coast LHD","01/02","281.1","264.5","298.5"
"Chronic obstructive pulmonary disease","Persons","Central Coast LHD","02/03","270.9","254.8","288.0"
"Chronic obstructive pulmonary disease","Persons","Central Coast LHD","03/04","283.0","266.8","300.1"
"Chronic obstructive pulmonary disease","Persons","Central Coast LHD","04/05","308.7","291.7","326.5"
"Chronic obstructive pulmonary disease","Persons","Central Coast LHD","05/06","292.8","276.4","310.0"
"Chronic obstructive pulmonary disease","Persons","Central Coast LHD","06/07","298.6","282.3","315.8"
"Chronic obstructive pulmonary disease","Persons","Central Coast LHD","07/08","309.5","292.9","326.9"
"Chronic obstructive pulmonary disease","Persons","Central Coast LHD","08/09","300.8","284.5","317.8"
"Chronic obstructive pulmonary disease","Persons","Central Coast LHD","09/10","282.2","266.6","298.6"
"Chronic obstructive pulmonary disease","Persons","Central Coast LHD","10/11","287.6","272.0","304.0"
"Chronic obstructive pulmonary disease","Persons","Central Coast LHD","11/12","317.4","301.0","334.5"
"Chronic obstructive pulmonary disease","Persons","Central Coast LHD","12/13","265.6","250.8","281.0"
"Chronic obstructive pulmonary disease","Persons","Central Coast LHD","13/14","270.9","256.1","286.4"
"Chronic obstructive pulmonary disease","Persons","Central Coast LHD","14/15","292.1","276.9","308.0"
"Chronic obstructive pulmonary disease","Persons","Central Coast LHD","15/16","293.2","278.1","309.1"
"Chronic obstructive pulmonary disease","Persons","Central Coast LHD","16/17","306.9","291.4","323.0"
"Chronic obstructive pulmonary disease","Persons","Central Coast LHD","17/18","309.7","294.4","325.8"
"Chronic obstructive pulmonary disease","Persons","Central Coast LHD","18/19","295.8","281.0","311.3"
"Chronic obstructive pulmonary disease","Persons","Central Coast LHD","19/20","261.0","247.3","275.5"
"Chronic obstructive pulmonary disease","Persons","Central Coast LHD","20/21","200.9","188.9","213.5"
"Chronic obstructive pulmonary disease","Persons","Central Coast LHD","21/22","171.2","160.2","182.8"
"Chronic obstructive pulmonary disease","Persons","Hunter New England LHD","01/02","257.9","247.7","268.4"
"Chronic obstructive pulmonary disease","Persons","Hunter New England LHD","02/03","258.8","248.7","269.2"
"Chronic obstructive pulmonary disease","Persons","Hunter New England LHD","03/04","248.8","239.0","258.9"
"Chronic obstructive pulmonary disease","Persons","Hunter New England LHD","04/05","232.8","223.4","242.5"
"Chronic obstructive pulmonary disease","Persons","Hunter New England LHD","05/06","240.3","230.8","250.1"
"Chronic obstructive pulmonary disease","Persons","Hunter New England LHD","06/07","232.6","223.3","242.2"
"Chronic obstructive pulmonary disease","Persons","Hunter New England LHD","07/08","263.8","254.0","273.9"
"Chronic obstructive pulmonary disease","Persons","Hunter New England LHD","08/09","249.4","240.0","259.0"
"Chronic obstructive pulmonary disease","Persons","Hunter New England LHD","09/10","255.4","246.0","265.1"
"Chronic obstructive pulmonary disease","Persons","Hunter New England LHD","10/11","262.5","253.1","272.2"
"Chronic obstructive pulmonary disease","Persons","Hunter New England LHD","11/12","271.1","261.7","280.9"
"Chronic obstructive pulmonary disease","Persons","Hunter New England LHD","12/13","265.5","256.2","275.1"
"Chronic obstructive pulmonary disease","Persons","Hunter New England LHD","13/14","248.0","239.1","257.2"
"Chronic obstructive pulmonary disease","Persons","Hunter New England LHD","14/15","254.7","245.8","263.9"
"Chronic obstructive pulmonary disease","Persons","Hunter New England LHD","15/16","259.9","251.0","269.1"
"Chronic obstructive pulmonary disease","Persons","Hunter New England LHD","16/17","282.0","272.7","291.5"
"Chronic obstructive pulmonary disease","Persons","Hunter New England LHD","17/18","267.1","258.2","276.4"
"Chronic obstructive pulmonary disease","Persons","Hunter New England LHD","18/19","246.1","237.7","254.9"
"Chronic obstructive pulmonary disease","Persons","Hunter New England LHD","19/20","228.2","220.1","236.4"
"Chronic obstructive pulmonary disease","Persons","Hunter New England LHD","20/21","161.6","154.9","168.5"
"Chronic obstructive pulmonary disease","Persons","Hunter New England LHD","21/22","160.1","153.4","167.1"
"Chronic obstructive pulmonary disease","Persons","Northern NSW LHD","01/02","222.9","207.3","239.5"
"Chronic obstructive pulmonary disease","Persons","Northern NSW LHD","02/03","244.8","228.6","262.1"
"Chronic obstructive pulmonary disease","Persons","Northern NSW LHD","03/04","255.3","238.8","272.7"
"Chronic obstructive pulmonary disease","Persons","Northern NSW LHD","04/05","228.7","213.2","245.1"
"Chronic obstructive pulmonary disease","Persons","Northern NSW LHD","05/06","252.7","236.7","269.7"
"Chronic obstructive pulmonary disease","Persons","Northern NSW LHD","06/07","216.3","201.6","231.8"
"Chronic obstructive pulmonary disease","Persons","Northern NSW LHD","07/08","245.8","230.4","262.1"
"Chronic obstructive pulmonary disease","Persons","Northern NSW LHD","08/09","285.1","268.5","302.5"
"Chronic obstructive pulmonary disease","Persons","Northern NSW LHD","09/10","252.9","237.4","269.2"
"Chronic obstructive pulmonary disease","Persons","Northern NSW LHD","10/11","265.0","249.4","281.4"
"Chronic obstructive pulmonary disease","Persons","Northern NSW LHD","11/12","261.3","245.8","277.6"
"Chronic obstructive pulmonary disease","Persons","Northern NSW LHD","12/13","282.5","266.7","299.1"
"Chronic obstructive pulmonary disease","Persons","Northern NSW LHD","13/14","267.2","251.9","283.2"
"Chronic obstructive pulmonary disease","Persons","Northern NSW LHD","14/15","263.1","248.0","279.1"
"Chronic obstructive pulmonary disease","Persons","Northern NSW LHD","15/16","254.6","240.0","269.9"
"Chronic obstructive pulmonary disease","Persons","Northern NSW LHD","16/17","269.8","255.0","285.4"
"Chronic obstructive pulmonary disease","Persons","Northern NSW LHD","17/18","263.6","249.2","278.8"
"Chronic obstructive pulmonary disease","Persons","Northern NSW LHD","18/19","259.6","245.3","274.7"
"Chronic obstructive pulmonary disease","Persons","Northern NSW LHD","19/20","253.4","239.5","268.0"
"Chronic obstructive pulmonary disease","Persons","Northern NSW LHD","20/21","173.4","161.9","185.6"
"Chronic obstructive pulmonary disease","Persons","Northern NSW LHD","21/22","167.8","156.6","179.8"
"Chronic obstructive pulmonary disease","Persons","Mid North Coast LHD","01/02","303.1","281.7","325.8"
"Chronic obstructive pulmonary disease","Persons","Mid North Coast LHD","02/03","286.7","266.4","308.3"
"Chronic obstructive pulmonary disease","Persons","Mid North Coast LHD","03/04","310.5","289.6","332.7"
"Chronic obstructive pulmonary disease","Persons","Mid North Coast LHD","04/05","279.2","259.7","300.0"
"Chronic obstructive pulmonary disease","Persons","Mid North Coast LHD","05/06","262.2","243.4","282.2"
"Chronic obstructive pulmonary disease","Persons","Mid North Coast LHD","06/07","223.0","205.9","241.2"
"Chronic obstructive pulmonary disease","Persons","Mid North Coast LHD","07/08","257.7","239.5","277.2"
"Chronic obstructive pulmonary disease","Persons","Mid North Coast LHD","08/09","288.0","269.0","308.1"
"Chronic obstructive pulmonary disease","Persons","Mid North Coast LHD","09/10","281.1","262.6","300.7"
"Chronic obstructive pulmonary disease","Persons","Mid North Coast LHD","10/11","279.8","261.4","299.2"
"Chronic obstructive pulmonary disease","Persons","Mid North Coast LHD","11/12","295.8","277.2","315.6"
"Chronic obstructive pulmonary disease","Persons","Mid North Coast LHD","12/13","305.7","286.7","325.8"
"Chronic obstructive pulmonary disease","Persons","Mid North Coast LHD","13/14","288.0","269.8","307.3"
"Chronic obstructive pulmonary disease","Persons","Mid North Coast LHD","14/15","295.4","277.1","314.7"
"Chronic obstructive pulmonary disease","Persons","Mid North Coast LHD","15/16","319.2","300.7","338.9"
"Chronic obstructive pulmonary disease","Persons","Mid North Coast LHD","16/17","294.6","277.1","313.1"
"Chronic obstructive pulmonary disease","Persons","Mid North Coast LHD","17/18","299.1","281.4","317.7"
"Chronic obstructive pulmonary disease","Persons","Mid North Coast LHD","18/19","265.5","248.7","283.3"
"Chronic obstructive pulmonary disease","Persons","Mid North Coast LHD","19/20","256.8","240.7","273.9"
"Chronic obstructive pulmonary disease","Persons","Mid North Coast LHD","20/21","203.5","188.7","219.2"
"Chronic obstructive pulmonary disease","Persons","Mid North Coast LHD","21/22","183.7","170.2","198.2"
"Chronic obstructive pulmonary disease","Persons","Southern NSW LHD","01/02","287.3","264.4","311.8"
"Chronic obstructive pulmonary disease","Persons","Southern NSW LHD","02/03","285.6","263.0","309.7"
"Chronic obstructive pulmonary disease","Persons","Southern NSW LHD","03/04","268.6","247.0","291.7"
"Chronic obstructive pulmonary disease","Persons","Southern NSW LHD","04/05","289.8","267.6","313.5"
"Chronic obstructive pulmonary disease","Persons","Southern NSW LHD","05/06","261.0","240.1","283.4"
"Chronic obstructive pulmonary disease","Persons","Southern NSW LHD","06/07","220.6","201.7","240.9"
"Chronic obstructive pulmonary disease","Persons","Southern NSW LHD","07/08","235.1","215.7","255.9"
"Chronic obstructive pulmonary disease","Persons","Southern NSW LHD","08/09","251.8","232.1","272.8"
"Chronic obstructive pulmonary disease","Persons","Southern NSW LHD","09/10","258.6","238.8","279.7"
"Chronic obstructive pulmonary disease","Persons","Southern NSW LHD","10/11","266.4","246.6","287.5"
"Chronic obstructive pulmonary disease","Persons","Southern NSW LHD","11/12","303.6","282.7","325.8"
"Chronic obstructive pulmonary disease","Persons","Southern NSW LHD","12/13","278.7","259.0","299.7"
"Chronic obstructive pulmonary disease","Persons","Southern NSW LHD","13/14","235.7","217.9","254.8"
"Chronic obstructive pulmonary disease","Persons","Southern NSW LHD","14/15","240.9","223.1","259.9"
"Chronic obstructive pulmonary disease","Persons","Southern NSW LHD","15/16","253.5","235.4","272.9"
"Chronic obstructive pulmonary disease","Persons","Southern NSW LHD","16/17","280.5","261.5","300.6"
"Chronic obstructive pulmonary disease","Persons","Southern NSW LHD","17/18","330.4","310.0","351.9"
"Chronic obstructive pulmonary disease","Persons","Southern NSW LHD","18/19","308.1","288.4","329.0"
"Chronic obstructive pulmonary disease","Persons","Southern NSW LHD","19/20","260.7","243.2","279.3"
"Chronic obstructive pulmonary disease","Persons","Southern NSW LHD","20/21","191.5","176.6","207.5"
"Chronic obstructive pulmonary disease","Persons","Southern NSW LHD","21/22","164.4","150.8","179.1"
"Chronic obstructive pulmonary disease","Persons","Murrumbidgee LHD","01/02","459.9","434.3","486.7"
"Chronic obstructive pulmonary disease","Persons","Murrumbidgee LHD","02/03","522.8","495.8","551.0"
"Chronic obstructive pulmonary disease","Persons","Murrumbidgee LHD","03/04","554.7","526.9","583.6"
"Chronic obstructive pulmonary disease","Persons","Murrumbidgee LHD","04/05","523.3","496.5","551.3"
"Chronic obstructive pulmonary disease","Persons","Murrumbidgee LHD","05/06","471.1","446.0","497.4"
"Chronic obstructive pulmonary disease","Persons","Murrumbidgee LHD","06/07","394.1","371.3","418.0"
"Chronic obstructive pulmonary disease","Persons","Murrumbidgee LHD","07/08","434.3","410.6","459.1"
"Chronic obstructive pulmonary disease","Persons","Murrumbidgee LHD","08/09","415.7","392.8","439.7"
"Chronic obstructive pulmonary disease","Persons","Murrumbidgee LHD","09/10","395.0","372.9","418.1"
"Chronic obstructive pulmonary disease","Persons","Murrumbidgee LHD","10/11","399.7","377.8","422.8"
"Chronic obstructive pulmonary disease","Persons","Murrumbidgee LHD","11/12","395.3","373.6","418.1"
"Chronic obstructive pulmonary disease","Persons","Murrumbidgee LHD","12/13","383.6","362.3","405.9"
"Chronic obstructive pulmonary disease","Persons","Murrumbidgee LHD","13/14","402.8","381.3","425.3"
"Chronic obstructive pulmonary disease","Persons","Murrumbidgee LHD","14/15","412.0","390.5","434.6"
"Chronic obstructive pulmonary disease","Persons","Murrumbidgee LHD","15/16","390.3","369.3","412.3"
"Chronic obstructive pulmonary disease","Persons","Murrumbidgee LHD","16/17","407.7","386.4","430.0"
"Chronic obstructive pulmonary disease","Persons","Murrumbidgee LHD","17/18","401.4","380.6","423.2"
"Chronic obstructive pulmonary disease","Persons","Murrumbidgee LHD","18/19","402.5","381.7","424.2"
"Chronic obstructive pulmonary disease","Persons","Murrumbidgee LHD","19/20","368.7","349.1","389.3"
"Chronic obstructive pulmonary disease","Persons","Murrumbidgee LHD","20/21","275.0","258.1","292.7"
"Chronic obstructive pulmonary disease","Persons","Murrumbidgee LHD","21/22","245.5","229.4","262.4"
"Chronic obstructive pulmonary disease","Persons","Western NSW LHD","01/02","468.5","443.5","494.5"
"Chronic obstructive pulmonary disease","Persons","Western NSW LHD","02/03","462.6","437.9","488.4"
"Chronic obstructive pulmonary disease","Persons","Western NSW LHD","03/04","478.4","453.3","504.5"
"Chronic obstructive pulmonary disease","Persons","Western NSW LHD","04/05","447.1","423.0","472.3"
"Chronic obstructive pulmonary disease","Persons","Western NSW LHD","05/06","436.3","412.8","460.9"
"Chronic obstructive pulmonary disease","Persons","Western NSW LHD","06/07","375.0","353.5","397.6"
"Chronic obstructive pulmonary disease","Persons","Western NSW LHD","07/08","410.5","388.2","433.8"
"Chronic obstructive pulmonary disease","Persons","Western NSW LHD","08/09","418.2","395.9","441.5"
"Chronic obstructive pulmonary disease","Persons","Western NSW LHD","09/10","408.4","386.7","431.1"
"Chronic obstructive pulmonary disease","Persons","Western NSW LHD","10/11","372.9","352.2","394.4"
"Chronic obstructive pulmonary disease","Persons","Western NSW LHD","11/12","359.4","339.4","380.4"
"Chronic obstructive pulmonary disease","Persons","Western NSW LHD","12/13","369.2","349.2","390.2"
"Chronic obstructive pulmonary disease","Persons","Western NSW LHD","13/14","361.9","342.3","382.4"
"Chronic obstructive pulmonary disease","Persons","Western NSW LHD","14/15","366.8","347.1","387.5"
"Chronic obstructive pulmonary disease","Persons","Western NSW LHD","15/16","349.6","330.5","369.6"
"Chronic obstructive pulmonary disease","Persons","Western NSW LHD","16/17","360.9","341.4","381.2"
"Chronic obstructive pulmonary disease","Persons","Western NSW LHD","17/18","382.6","362.7","403.3"
"Chronic obstructive pulmonary disease","Persons","Western NSW LHD","18/19","331.9","313.5","351.1"
"Chronic obstructive pulmonary disease","Persons","Western NSW LHD","19/20","337.8","319.5","357.0"
"Chronic obstructive pulmonary disease","Persons","Western NSW LHD","20/21","269.5","253.1","286.7"
"Chronic obstructive pulmonary disease","Persons","Western NSW LHD","21/22","242.6","227.3","258.8"
"Chronic obstructive pulmonary disease","Persons","Far West LHD","01/02","289.3","238.6","347.9"
"Chronic obstructive pulmonary disease","Persons","Far West LHD","02/03","467.6","402.0","541.4"
"Chronic obstructive pulmonary disease","Persons","Far West LHD","03/04","404.2","343.3","473.3"
"Chronic obstructive pulmonary disease","Persons","Far West LHD","04/05","344.3","288.6","408.2"
"Chronic obstructive pulmonary disease","Persons","Far West LHD","05/06","433.1","371.2","503.0"
"Chronic obstructive pulmonary disease","Persons","Far West LHD","06/07","395.8","337.0","462.6"
"Chronic obstructive pulmonary disease","Persons","Far West LHD","07/08","343.3","289.1","405.5"
"Chronic obstructive pulmonary disease","Persons","Far West LHD","08/09","383.0","325.5","448.4"
"Chronic obstructive pulmonary disease","Persons","Far West LHD","09/10","355.3","300.6","417.9"
"Chronic obstructive pulmonary disease","Persons","Far West LHD","10/11","420.6","360.9","488.3"
"Chronic obstructive pulmonary disease","Persons","Far West LHD","11/12","472.3","409.5","543.0"
"Chronic obstructive pulmonary disease","Persons","Far West LHD","12/13","436.9","376.0","505.8"
"Chronic obstructive pulmonary disease","Persons","Far West LHD","13/14","385.9","328.7","451.3"
"Chronic obstructive pulmonary disease","Persons","Far West LHD","14/15","476.4","411.1","550.0"
"Chronic obstructive pulmonary disease","Persons","Far West LHD","15/16","461.0","399.2","530.9"
"Chronic obstructive pulmonary disease","Persons","Far West LHD","16/17","470.5","406.6","542.5"
"Chronic obstructive pulmonary disease","Persons","Far West LHD","17/18","486.0","421.0","559.3"
"Chronic obstructive pulmonary disease","Persons","Far West LHD","18/19","479.9","414.8","553.4"
"Chronic obstructive pulmonary disease","Persons","Far West LHD","19/20","425.6","365.9","493.5"
"Chronic obstructive pulmonary disease","Persons","Far West LHD","20/21","351.0","296.1","414.1"
"Chronic obstructive pulmonary disease","Persons","Far West LHD","21/22","290.6","242.0","347.4"
"Chronic obstructive pulmonary disease","Persons","All LHDs","01/02","251.8","248.1","255.6"
"Chronic obstructive pulmonary disease","Persons","All LHDs","02/03","250.1","246.4","253.8"
"Chronic obstructive pulmonary disease","Persons","All LHDs","03/04","251.4","247.7","255.2"
"Chronic obstructive pulmonary disease","Persons","All LHDs","04/05","241.3","237.7","244.9"
"Chronic obstructive pulmonary disease","Persons","All LHDs","05/06","232.5","229.0","236.0"
"Chronic obstructive pulmonary disease","Persons","All LHDs","06/07","223.9","220.5","227.3"
"Chronic obstructive pulmonary disease","Persons","All LHDs","07/08","240.0","236.5","243.5"
"Chronic obstructive pulmonary disease","Persons","All LHDs","08/09","242.3","238.9","245.8"
"Chronic obstructive pulmonary disease","Persons","All LHDs","09/10","230.8","227.5","234.2"
"Chronic obstructive pulmonary disease","Persons","All LHDs","10/11","229.9","226.6","233.2"
"Chronic obstructive pulmonary disease","Persons","All LHDs","11/12","240.7","237.4","244.1"
"Chronic obstructive pulmonary disease","Persons","All LHDs","12/13","233.8","230.6","237.1"
"Chronic obstructive pulmonary disease","Persons","All LHDs","13/14","229.7","226.5","232.9"
