"Respiratory disease hospitalisations by Disease type, Sex and LHD",,,,,,
Disease type,Sex,LHD,Period,"Rate per 100,000 population",LL 95% CI,UL 95% CI
Chronic obstructive pulmonary disease,Females,Central Coast LHD,1-Feb,235.4,214.8,257.6
Chronic obstructive pulmonary disease,Females,Central Coast LHD,2-Mar,228.1,207.8,249.9
Chronic obstructive pulmonary disease,Females,Central Coast LHD,3-Apr,219,199.4,240.1
Chronic obstructive pulmonary disease,Females,Central Coast LHD,4-May,251.2,230.2,273.9
Chronic obstructive pulmonary disease,Females,Central Coast LHD,5-Jun,237.8,217.8,259.3
Chronic obstructive pulmonary disease,Females,Central Coast LHD,6-Jul,254.3,233.9,276.3
Chronic obstructive pulmonary disease,Females,Central Coast LHD,7-Aug,274,252.8,296.8
Chronic obstructive pulmonary disease,Females,Central Coast LHD,8-Sep,275.5,254.2,298.2
Chronic obstructive pulmonary disease,Females,Central Coast LHD,9-Oct,263.1,242.5,285.2
Chronic obstructive pulmonary disease,Females,Central Coast LHD,10-Nov,284.7,263.4,307.5
Chronic obstructive pulmonary disease,Females,Central Coast LHD,11-Dec,292.8,271.1,315.9
Chronic obstructive pulmonary disease,Females,Central Coast LHD,Dec-13,242.5,223.1,263.4
Chronic obstructive pulmonary disease,Females,Central Coast LHD,13/14,283.6,262.7,305.9
Chronic obstructive pulmonary disease,Females,Central Coast LHD,14/15,277,256.7,298.6
Chronic obstructive pulmonary disease,Females,Central Coast LHD,15/16,301.9,280.7,324.6
Chronic obstructive pulmonary disease,Females,Central Coast LHD,16/17,312.5,291,335.3
Chronic obstructive pulmonary disease,Females,Central Coast LHD,17/18,298.9,278.2,321
Chronic obstructive pulmonary disease,Females,Central Coast LHD,18/19,307.8,286.9,330.1
Chronic obstructive pulmonary disease,Females,Central Coast LHD,19/20,273.4,254,294
Chronic obstructive pulmonary disease,Females,Central Coast LHD,20/21,204.3,187.5,222.4
Chronic obstructive pulmonary disease,Females,Central Coast LHD,21/22,173.6,158.4,190
Chronic obstructive pulmonary disease,Females,Hunter New England LHD,1-Feb,210.8,198.2,224
Chronic obstructive pulmonary disease,Females,Hunter New England LHD,2-Mar,212.2,199.7,225.3
Chronic obstructive pulmonary disease,Females,Hunter New England LHD,3-Apr,207.4,195,220.4
Chronic obstructive pulmonary disease,Females,Hunter New England LHD,4-May,199.7,187.7,212.4
Chronic obstructive pulmonary disease,Females,Hunter New England LHD,5-Jun,188.4,176.9,200.6
Chronic obstructive pulmonary disease,Females,Hunter New England LHD,6-Jul,193,181.3,205.3
Chronic obstructive pulmonary disease,Females,Hunter New England LHD,7-Aug,226.4,213.9,239.4
Chronic obstructive pulmonary disease,Females,Hunter New England LHD,8-Sep,212,200.1,224.6
Chronic obstructive pulmonary disease,Females,Hunter New England LHD,9-Oct,234.3,221.8,247.4
Chronic obstructive pulmonary disease,Females,Hunter New England LHD,10-Nov,232.5,220.2,245.4
Chronic obstructive pulmonary disease,Females,Hunter New England LHD,11-Dec,232,219.8,244.6
Chronic obstructive pulmonary disease,Females,Hunter New England LHD,Dec-13,248.6,236.1,261.7
Chronic obstructive pulmonary disease,Females,Hunter New England LHD,13/14,228.4,216.5,240.8
Chronic obstructive pulmonary disease,Females,Hunter New England LHD,14/15,239.3,227.2,251.9
Chronic obstructive pulmonary disease,Females,Hunter New England LHD,15/16,235,223.2,247.4
Chronic obstructive pulmonary disease,Females,Hunter New England LHD,16/17,256.4,244.2,269.2
Chronic obstructive pulmonary disease,Females,Hunter New England LHD,17/18,256.1,243.9,268.8
Chronic obstructive pulmonary disease,Females,Hunter New England LHD,18/19,240.1,228.4,252.3
Chronic obstructive pulmonary disease,Females,Hunter New England LHD,19/20,217,206.1,228.4
Chronic obstructive pulmonary disease,Females,Hunter New England LHD,20/21,147.5,138.7,156.8
Chronic obstructive pulmonary disease,Females,Hunter New England LHD,21/22,150,141.2,159.3
Chronic obstructive pulmonary disease,Females,Northern NSW LHD,1-Feb,180,160.5,201.3
Chronic obstructive pulmonary disease,Females,Northern NSW LHD,2-Mar,195,174.9,217
Chronic obstructive pulmonary disease,Females,Northern NSW LHD,3-Apr,241.3,219,265.5
Chronic obstructive pulmonary disease,Females,Northern NSW LHD,4-May,210,189.5,232.2
Chronic obstructive pulmonary disease,Females,Northern NSW LHD,5-Jun,237.5,216.2,260.6
Chronic obstructive pulmonary disease,Females,Northern NSW LHD,6-Jul,190.6,171.8,211
Chronic obstructive pulmonary disease,Females,Northern NSW LHD,7-Aug,212.6,192.9,233.9
Chronic obstructive pulmonary disease,Females,Northern NSW LHD,8-Sep,245.7,224.4,268.7
Chronic obstructive pulmonary disease,Females,Northern NSW LHD,9-Oct,233.8,213.3,256
Chronic obstructive pulmonary disease,Females,Northern NSW LHD,10-Nov,238.8,218.3,261
Chronic obstructive pulmonary disease,Females,Northern NSW LHD,11-Dec,231.4,211.4,253.1
Chronic obstructive pulmonary disease,Females,Northern NSW LHD,Dec-13,263.7,242.5,286.5
Chronic obstructive pulmonary disease,Females,Northern NSW LHD,13/14,248.5,228.2,270.4
Chronic obstructive pulmonary disease,Females,Northern NSW LHD,14/15,228.1,208.8,249
Chronic obstructive pulmonary disease,Females,Northern NSW LHD,15/16,230.1,211.2,250.5
Chronic obstructive pulmonary disease,Females,Northern NSW LHD,16/17,250.5,230.6,271.8
Chronic obstructive pulmonary disease,Females,Northern NSW LHD,17/18,272.3,251.9,294.2
Chronic obstructive pulmonary disease,Females,Northern NSW LHD,18/19,248.2,228.7,269.3
Chronic obstructive pulmonary disease,Females,Northern NSW LHD,19/20,229.6,211.2,249.4
Chronic obstructive pulmonary disease,Females,Northern NSW LHD,20/21,158.8,143.6,175.6
Chronic obstructive pulmonary disease,Females,Northern NSW LHD,21/22,164.4,148.8,181.5
Chronic obstructive pulmonary disease,Females,Mid North Coast LHD,1-Feb,268.1,240.3,298.6
Chronic obstructive pulmonary disease,Females,Mid North Coast LHD,2-Mar,230.2,204.9,258.2
Chronic obstructive pulmonary disease,Females,Mid North Coast LHD,3-Apr,244.9,219.1,273.2
Chronic obstructive pulmonary disease,Females,Mid North Coast LHD,4-May,206.8,183.6,232.4
Chronic obstructive pulmonary disease,Females,Mid North Coast LHD,5-Jun,202,178.7,227.7
Chronic obstructive pulmonary disease,Females,Mid North Coast LHD,6-Jul,169.9,149.2,193
Chronic obstructive pulmonary disease,Females,Mid North Coast LHD,7-Aug,237.9,213.6,264.4
Chronic obstructive pulmonary disease,Females,Mid North Coast LHD,8-Sep,266.2,241,293.8
Chronic obstructive pulmonary disease,Females,Mid North Coast LHD,9-Oct,241.8,218.1,267.7
Chronic obstructive pulmonary disease,Females,Mid North Coast LHD,10-Nov,264.8,239.9,292.1
Chronic obstructive pulmonary disease,Females,Mid North Coast LHD,11-Dec,267.9,243.1,295
Chronic obstructive pulmonary disease,Females,Mid North Coast LHD,Dec-13,295.1,268.9,323.6
Chronic obstructive pulmonary disease,Females,Mid North Coast LHD,13/14,273,248.3,299.8
Chronic obstructive pulmonary disease,Females,Mid North Coast LHD,14/15,289.7,264.5,317.1
Chronic obstructive pulmonary disease,Females,Mid North Coast LHD,15/16,292,266.9,319.1
Chronic obstructive pulmonary disease,Females,Mid North Coast LHD,16/17,264.5,241.6,289.4
Chronic obstructive pulmonary disease,Females,Mid North Coast LHD,17/18,289,265.4,314.5
Chronic obstructive pulmonary disease,Females,Mid North Coast LHD,18/19,268.5,245.4,293.6
Chronic obstructive pulmonary disease,Females,Mid North Coast LHD,19/20,272.8,249.9,297.6
Chronic obstructive pulmonary disease,Females,Mid North Coast LHD,20/21,224.3,202.7,247.9
Chronic obstructive pulmonary disease,Females,Mid North Coast LHD,21/22,190,171,211.1
Chronic obstructive pulmonary disease,Females,Southern NSW LHD,1-Feb,237,208.4,268.6
Chronic obstructive pulmonary disease,Females,Southern NSW LHD,2-Mar,227.6,199.9,258.3
Chronic obstructive pulmonary disease,Females,Southern NSW LHD,3-Apr,206.3,180.4,235.1
Chronic obstructive pulmonary disease,Females,Southern NSW LHD,4-May,249.5,221.1,280.8
Chronic obstructive pulmonary disease,Females,Southern NSW LHD,5-Jun,246.6,218.8,277.3
Chronic obstructive pulmonary disease,Females,Southern NSW LHD,6-Jul,190.2,166.4,216.8
Chronic obstructive pulmonary disease,Females,Southern NSW LHD,7-Aug,216.1,190.4,244.7
Chronic obstructive pulmonary disease,Females,Southern NSW LHD,8-Sep,264.9,237,295.5
Chronic obstructive pulmonary disease,Females,Southern NSW LHD,9-Oct,240.5,213.8,269.8
Chronic obstructive pulmonary disease,Females,Southern NSW LHD,10-Nov,234.9,209.2,263.2
Chronic obstructive pulmonary disease,Females,Southern NSW LHD,11-Dec,279.6,251.6,310.2
Chronic obstructive pulmonary disease,Females,Southern NSW LHD,Dec-13,269.5,242.7,298.7
Chronic obstructive pulmonary disease,Females,Southern NSW LHD,13/14,226.1,201.8,252.8
Chronic obstructive pulmonary disease,Females,Southern NSW LHD,14/15,219.1,195.7,244.8
Chronic obstructive pulmonary disease,Females,Southern NSW LHD,15/16,224.7,200.9,250.9
Chronic obstructive pulmonary disease,Females,Southern NSW LHD,16/17,261.3,235.7,289.1
Chronic obstructive pulmonary disease,Females,Southern NSW LHD,17/18,313.5,285.6,343.7
Chronic obstructive pulmonary disease,Females,Southern NSW LHD,18/19,304,276.1,334.2
Chronic obstructive pulmonary disease,Females,Southern NSW LHD,19/20,251,227.1,277.2
Chronic obstructive pulmonary disease,Females,Southern NSW LHD,20/21,156.7,137.8,177.9
Chronic obstructive pulmonary disease,Females,Southern NSW LHD,21/22,140.7,123.1,160.5
Chronic obstructive pulmonary disease,Females,Murrumbidgee LHD,1-Feb,335.6,305.5,368
Chronic obstructive pulmonary disease,Females,Murrumbidgee LHD,2-Mar,396.5,364.2,431
Chronic obstructive pulmonary disease,Females,Murrumbidgee LHD,3-Apr,428.8,395.3,464.6
Chronic obstructive pulmonary disease,Females,Murrumbidgee LHD,4-May,423.9,390.6,459.4
Chronic obstructive pulmonary disease,Females,Murrumbidgee LHD,5-Jun,408.8,376.6,443.2
Chronic obstructive pulmonary disease,Females,Murrumbidgee LHD,6-Jul,343.1,313.8,374.6
Chronic obstructive pulmonary disease,Females,Murrumbidgee LHD,7-Aug,361.8,331.8,394
Chronic obstructive pulmonary disease,Females,Murrumbidgee LHD,8-Sep,400.7,369.6,433.9
Chronic obstructive pulmonary disease,Females,Murrumbidgee LHD,9-Oct,371.9,342,403.8
Chronic obstructive pulmonary disease,Females,Murrumbidgee LHD,10-Nov,362.1,333,393.2
Chronic obstructive pulmonary disease,Females,Murrumbidgee LHD,11-Dec,373.1,343.5,404.7
Chronic obstructive pulmonary disease,Females,Murrumbidgee LHD,Dec-13,370.7,341.4,402
Chronic obstructive pulmonary disease,Females,Murrumbidgee LHD,13/14,408.9,378.4,441.5
Chronic obstructive pulmonary disease,Females,Murrumbidgee LHD,14/15,413.6,383.3,446
Chronic obstructive pulmonary disease,Females,Murrumbidgee LHD,15/16,363.9,335.3,394.5
Chronic obstructive pulmonary disease,Females,Murrumbidgee LHD,16/17,394.9,365,426.8
Chronic obstructive pulmonary disease,Females,Murrumbidgee LHD,17/18,382.3,353.7,412.8
Chronic obstructive pulmonary disease,Females,Murrumbidgee LHD,18/19,381.3,352.8,411.8
Chronic obstructive pulmonary disease,Females,Murrumbidgee LHD,19/20,351.7,324.7,380.6
Chronic obstructive pulmonary disease,Females,Murrumbidgee LHD,20/21,260.4,237.4,285.4
Chronic obstructive pulmonary disease,Females,Murrumbidgee LHD,21/22,252.3,229.3,277.2
Chronic obstructive pulmonary disease,Females,Western NSW LHD,1-Feb,396.6,364.8,430.5
Chronic obstructive pulmonary disease,Females,Western NSW LHD,2-Mar,375.7,345.1,408.4
Chronic obstructive pulmonary disease,Females,Western NSW LHD,3-Apr,422.3,389.8,456.8
Chronic obstructive pulmonary disease,Females,Western NSW LHD,4-May,359.2,329.4,391.1
Chronic obstructive pulmonary disease,Females,Western NSW LHD,5-Jun,357.7,328.1,389.4
Chronic obstructive pulmonary disease,Females,Western NSW LHD,6-Jul,329.1,301,359.1
Chronic obstructive pulmonary disease,Females,Western NSW LHD,7-Aug,359.1,330.1,390
Chronic obstructive pulmonary disease,Females,Western NSW LHD,8-Sep,320,292.9,349.1
Chronic obstructive pulmonary disease,Females,Western NSW LHD,9-Oct,354.3,326.1,384.4
Chronic obstructive pulmonary disease,Females,Western NSW LHD,10-Nov,357.3,328.8,387.7
Chronic obstructive pulmonary disease,Females,Western NSW LHD,11-Dec,328.8,301.8,357.8
Chronic obstructive pulmonary disease,Females,Western NSW LHD,Dec-13,338.7,311.8,367.6
Chronic obstructive pulmonary disease,Females,Western NSW LHD,13/14,358.8,331.4,387.9
Chronic obstructive pulmonary disease,Females,Western NSW LHD,14/15,369,341.2,398.7
Chronic obstructive pulmonary disease,Females,Western NSW LHD,15/16,333,307,360.9
Chronic obstructive pulmonary disease,Females,Western NSW LHD,16/17,345.9,319.3,374.2
Chronic obstructive pulmonary disease,Females,Western NSW LHD,17/18,381.7,353.8,411.5
Chronic obstructive pulmonary disease,Females,Western NSW LHD,18/19,347.4,321,375.7
Chronic obstructive pulmonary disease,Females,Western NSW LHD,19/20,333,307.4,360.3
Chronic obstructive pulmonary disease,Females,Western NSW LHD,20/21,269.5,246.2,294.5
Chronic obstructive pulmonary disease,Females,Western NSW LHD,21/22,261.5,239.1,285.7
Chronic obstructive pulmonary disease,Females,Far West LHD,1-Feb,241.6,177.4,322.4
Chronic obstructive pulmonary disease,Females,Far West LHD,2-Mar,421.1,337.1,521
Chronic obstructive pulmonary disease,Females,Far West LHD,3-Apr,275.5,209.2,357.7
Chronic obstructive pulmonary disease,Females,Far West LHD,4-May,258.2,194.1,338.5
Chronic obstructive pulmonary disease,Females,Far West LHD,5-Jun,325.1,252.7,413.6
Chronic obstructive pulmonary disease,Females,Far West LHD,6-Jul,311.2,239.2,399.6
Chronic obstructive pulmonary disease,Females,Far West LHD,7-Aug,302.8,231.4,390.8
Chronic obstructive pulmonary disease,Females,Far West LHD,8-Sep,348.4,271,442.7
Chronic obstructive pulmonary disease,Females,Far West LHD,9-Oct,300.5,230.5,387.1
Chronic obstructive pulmonary disease,Females,Far West LHD,10-Nov,284.3,217.6,367.2
Chronic obstructive pulmonary disease,Females,Far West LHD,11-Dec,376.8,298.4,471.5
Chronic obstructive pulmonary disease,Females,Far West LHD,Dec-13,409.2,328,506.5
Chronic obstructive pulmonary disease,Females,Far West LHD,13/14,322.5,250.1,411.5
Chronic obstructive pulmonary disease,Females,Far West LHD,14/15,436,347.6,541.8
Chronic obstructive pulmonary disease,Females,Far West LHD,15/16,362.6,287.5,454
Chronic obstructive pulmonary disease,Females,Far West LHD,16/17,364.2,285.1,460.5
Chronic obstructive pulmonary disease,Females,Far West LHD,17/18,450.9,363,555.7
Chronic obstructive pulmonary disease,Females,Far West LHD,18/19,408,325,507.9
Chronic obstructive pulmonary disease,Females,Far West LHD,19/20,413.9,331.2,513.4
Chronic obstructive pulmonary disease,Females,Far West LHD,20/21,242.2,178.9,323
Chronic obstructive pulmonary disease,Females,Far West LHD,21/22,191.5,138.2,262
Chronic obstructive pulmonary disease,Females,All LHDs,1-Feb,202.5,197.9,207.1
Chronic obstructive pulmonary disease,Females,All LHDs,2-Mar,200.9,196.4,205.5
Chronic obstructive pulmonary disease,Females,All LHDs,3-Apr,208.6,204,213.2
Chronic obstructive pulmonary disease,Females,All LHDs,4-May,198.1,193.7,202.6
Chronic obstructive pulmonary disease,Females,All LHDs,5-Jun,192.2,187.9,196.6
Chronic obstructive pulmonary disease,Females,All LHDs,6-Jul,187.2,183,191.5
Chronic obstructive pulmonary disease,Females,All LHDs,7-Aug,205.2,200.8,209.7
Chronic obstructive pulmonary disease,Females,All LHDs,8-Sep,210.8,206.4,215.2
Chronic obstructive pulmonary disease,Females,All LHDs,9-Oct,206,201.6,210.4
Chronic obstructive pulmonary disease,Females,All LHDs,10-Nov,204.3,200,208.6
Chronic obstructive pulmonary disease,Females,All LHDs,11-Dec,213.8,209.4,218.1
Chronic obstructive pulmonary disease,Females,All LHDs,Dec-13,212.1,207.9,216.5
Chronic obstructive pulmonary disease,Females,All LHDs,13/14,209.1,204.9,213.4
Chronic obstructive pulmonary disease,Females,All LHDs,14/15,214.2,210,218.4
Chronic obstructive pulmonary disease,Females,All LHDs,15/16,212.8,208.6,217
Chronic obstructive pulmonary disease,Females,All LHDs,16/17,221.4,217.2,225.6
Chronic obstructive pulmonary disease,Females,All LHDs,17/18,226.8,222.7,231.1
Chronic obstructive pulmonary disease,Females,All LHDs,18/19,216,211.9,220.1
Chronic obstructive pulmonary disease,Females,All LHDs,19/20,196.7,192.9,200.6
Chronic obstructive pulmonary disease,Females,All LHDs,20/21,135.3,132.2,138.5
Chronic obstructive pulmonary disease,Females,All LHDs,21/22,127.8,124.8,130.8
Chronic obstructive pulmonary disease,Persons,Sydney LHD,1-Feb,225,211.8,239
Chronic obstructive pulmonary disease,Persons,Sydney LHD,2-Mar,207.2,194.4,220.6
Chronic obstructive pulmonary disease,Persons,Sydney LHD,3-Apr,222,208.7,235.9
Chronic obstructive pulmonary disease,Persons,Sydney LHD,4-May,220.4,207.3,234.2
Chronic obstructive pulmonary disease,Persons,Sydney LHD,5-Jun,202.1,189.7,215.1
Chronic obstructive pulmonary disease,Persons,Sydney LHD,6-Jul,203.8,191.5,216.7
Chronic obstructive pulmonary disease,Persons,Sydney LHD,7-Aug,214.9,202.4,227.9
Chronic obstructive pulmonary disease,Persons,Sydney LHD,8-Sep,245.2,232,258.9
Chronic obstructive pulmonary disease,Persons,Sydney LHD,9-Oct,204.4,192.4,216.8
Chronic obstructive pulmonary disease,Persons,Sydney LHD,10-Nov,186.9,175.6,198.7
Chronic obstructive pulmonary disease,Persons,Sydney LHD,11-Dec,203.5,191.9,215.7
Chronic obstructive pulmonary disease,Persons,Sydney LHD,Dec-13,203,191.4,215.1
Chronic obstructive pulmonary disease,Persons,Sydney LHD,13/14,206.5,195,218.5
Chronic obstructive pulmonary disease,Persons,Sydney LHD,14/15,189.6,178.8,201
Chronic obstructive pulmonary disease,Persons,Sydney LHD,15/16,184.1,173.5,195.2
Chronic obstructive pulmonary disease,Persons,Sydney LHD,16/17,193.9,183.1,205.2
Chronic obstructive pulmonary disease,Persons,Sydney LHD,17/18,189.4,178.9,200.5
Chronic obstructive pulmonary disease,Persons,Sydney LHD,18/19,197.9,187.3,209
Chronic obstructive pulmonary disease,Persons,Sydney LHD,19/20,172,162.2,182.2
Chronic obstructive pulmonary disease,Persons,Sydney LHD,20/21,108.1,100.4,116.2
Chronic obstructive pulmonary disease,Persons,Sydney LHD,21/22,83.1,76.5,90.1
Chronic obstructive pulmonary disease,Persons,South Western Sydney LHD,1-Feb,282.2,269.1,295.7
Chronic obstructive pulmonary disease,Persons,South Western Sydney LHD,2-Mar,272.5,259.9,285.6
Chronic obstructive pulmonary disease,Persons,South Western Sydney LHD,3-Apr,262.4,250.1,275.1
Chronic obstructive pulmonary disease,Persons,South Western Sydney LHD,4-May,257.5,245.5,269.9
Chronic obstructive pulmonary disease,Persons,South Western Sydney LHD,5-Jun,243.2,231.7,255.2
Chronic obstructive pulmonary disease,Persons,South Western Sydney LHD,6-Jul,244.5,233,256.3
Chronic obstructive pulmonary disease,Persons,South Western Sydney LHD,7-Aug,263.3,251.6,275.4
Chronic obstructive pulmonary disease,Persons,South Western Sydney LHD,8-Sep,262.8,251.3,274.6
Chronic obstructive pulmonary disease,Persons,South Western Sydney LHD,9-Oct,241,230.1,252.2
Chronic obstructive pulmonary disease,Persons,South Western Sydney LHD,10-Nov,221.8,211.6,232.3
Chronic obstructive pulmonary disease,Persons,South Western Sydney LHD,11-Dec,252.7,242,263.7
Chronic obstructive pulmonary disease,Persons,South Western Sydney LHD,Dec-13,241.4,231,252
Chronic obstructive pulmonary disease,Persons,South Western Sydney LHD,13/14,225.7,215.9,235.8
Chronic obstructive pulmonary disease,Persons,South Western Sydney LHD,14/15,219.1,209.6,229
Chronic obstructive pulmonary disease,Persons,South Western Sydney LHD,15/16,234.9,225.1,245
Chronic obstructive pulmonary disease,Persons,South Western Sydney LHD,16/17,243.9,234.2,254
Chronic obstructive pulmonary disease,Persons,South Western Sydney LHD,17/18,233.1,223.7,242.7
Chronic obstructive pulmonary disease,Persons,South Western Sydney LHD,18/19,232.2,223,241.7
Chronic obstructive pulmonary disease,Persons,South Western Sydney LHD,19/20,198,189.7,206.6
Chronic obstructive pulmonary disease,Persons,South Western Sydney LHD,20/21,129.7,123.1,136.6
Chronic obstructive pulmonary disease,Persons,South Western Sydney LHD,21/22,114.9,108.8,121.3
Chronic obstructive pulmonary disease,Persons,South Eastern Sydney LHD,1-Feb,194.8,185.4,204.6
Chronic obstructive pulmonary disease,Persons,South Eastern Sydney LHD,2-Mar,193.8,184.5,203.5
Chronic obstructive pulmonary disease,Persons,South Eastern Sydney LHD,3-Apr,181.1,172.1,190.5
Chronic obstructive pulmonary disease,Persons,South Eastern Sydney LHD,4-May,173.9,165.2,183
Chronic obstructive pulmonary disease,Persons,South Eastern Sydney LHD,5-Jun,154.6,146.4,163.2
Chronic obstructive pulmonary disease,Persons,South Eastern Sydney LHD,6-Jul,151.2,143.2,159.7
Chronic obstructive pulmonary disease,Persons,South Eastern Sydney LHD,7-Aug,168.2,159.8,177
Chronic obstructive pulmonary disease,Persons,South Eastern Sydney LHD,8-Sep,161.1,152.9,169.6
Chronic obstructive pulmonary disease,Persons,South Eastern Sydney LHD,9-Oct,135.2,127.8,143
Chronic obstructive pulmonary disease,Persons,South Eastern Sydney LHD,10-Nov,139.3,131.7,147.1
Chronic obstructive pulmonary disease,Persons,South Eastern Sydney LHD,11-Dec,148.9,141.1,157
Chronic obstructive pulmonary disease,Persons,South Eastern Sydney LHD,Dec-13,139.4,132,147.2
Chronic obstructive pulmonary disease,Persons,South Eastern Sydney LHD,13/14,140.9,133.5,148.6
Chronic obstructive pulmonary disease,Persons,South Eastern Sydney LHD,14/15,135.9,128.7,143.4
Chronic obstructive pulmonary disease,Persons,South Eastern Sydney LHD,15/16,135.7,128.5,143.1
Chronic obstructive pulmonary disease,Persons,South Eastern Sydney LHD,16/17,139.7,132.6,147.2
Chronic obstructive pulmonary disease,Persons,South Eastern Sydney LHD,17/18,129.1,122.2,136.2
Chronic obstructive pulmonary disease,Persons,South Eastern Sydney LHD,18/19,127.8,121.1,134.9
Chronic obstructive pulmonary disease,Persons,South Eastern Sydney LHD,19/20,118.5,112.1,125.2
Chronic obstructive pulmonary disease,Persons,South Eastern Sydney LHD,20/21,76.8,71.7,82.2
Chronic obstructive pulmonary disease,Persons,South Eastern Sydney LHD,21/22,68.3,63.6,73.4
Chronic obstructive pulmonary disease,Persons,Illawarra Shoalhaven LHD,1-Feb,239.7,224.9,255.2
Chronic obstructive pulmonary disease,Persons,Illawarra Shoalhaven LHD,2-Mar,239.5,224.9,254.8
Chronic obstructive pulmonary disease,Persons,Illawarra Shoalhaven LHD,3-Apr,264.7,249.6,280.5
Chronic obstructive pulmonary disease,Persons,Illawarra Shoalhaven LHD,4-May,239.4,225.2,254.2
Chronic obstructive pulmonary disease,Persons,Illawarra Shoalhaven LHD,5-Jun,212.3,199.1,226.2
Chronic obstructive pulmonary disease,Persons,Illawarra Shoalhaven LHD,6-Jul,220.7,207.3,234.7
Chronic obstructive pulmonary disease,Persons,Illawarra Shoalhaven LHD,7-Aug,218.2,205.1,231.9
Chronic obstructive pulmonary disease,Persons,Illawarra Shoalhaven LHD,8-Sep,231.2,217.9,245.2
Chronic obstructive pulmonary disease,Persons,Illawarra Shoalhaven LHD,9-Oct,253.5,239.6,268
Chronic obstructive pulmonary disease,Persons,Illawarra Shoalhaven LHD,10-Nov,262.8,249,277.2
Chronic obstructive pulmonary disease,Persons,Illawarra Shoalhaven LHD,11-Dec,259.1,245.4,273.3
Chronic obstructive pulmonary disease,Persons,Illawarra Shoalhaven LHD,Dec-13,248.7,235.5,262.5
Chronic obstructive pulmonary disease,Persons,Illawarra Shoalhaven LHD,13/14,269.5,255.9,283.7
Chronic obstructive pulmonary disease,Persons,Illawarra Shoalhaven LHD,14/15,254.8,241.7,268.5
Chronic obstructive pulmonary disease,Persons,Illawarra Shoalhaven LHD,15/16,235.9,223.4,249
Chronic obstructive pulmonary disease,Persons,Illawarra Shoalhaven LHD,16/17,246.5,233.8,259.8
Chronic obstructive pulmonary disease,Persons,Illawarra Shoalhaven LHD,17/18,256.2,243.2,269.8
Chronic obstructive pulmonary disease,Persons,Illawarra Shoalhaven LHD,18/19,244.1,231.6,257.2
Chronic obstructive pulmonary disease,Persons,Illawarra Shoalhaven LHD,19/20,231.8,219.7,244.4
Chronic obstructive pulmonary disease,Persons,Illawarra Shoalhaven LHD,20/21,161.2,151.2,171.7
Chronic obstructive pulmonary disease,Persons,Illawarra Shoalhaven LHD,21/22,151.7,142.3,161.5
Chronic obstructive pulmonary disease,Persons,Western Sydney LHD,1-Feb,243.6,230.7,257
Chronic obstructive pulmonary disease,Persons,Western Sydney LHD,2-Mar,240.4,227.6,253.6
Chronic obstructive pulmonary disease,Persons,Western Sydney LHD,3-Apr,236.6,224.1,249.6
Chronic obstructive pulmonary disease,Persons,Western Sydney LHD,4-May,221.2,209.2,233.6
Chronic obstructive pulmonary disease,Persons,Western Sydney LHD,5-Jun,221.7,209.8,234
Chronic obstructive pulmonary disease,Persons,Western Sydney LHD,6-Jul,223.5,211.8,235.7
Chronic obstructive pulmonary disease,Persons,Western Sydney LHD,7-Aug,215.2,203.9,227
Chronic obstructive pulmonary disease,Persons,Western Sydney LHD,8-Sep,231.7,220.1,243.7
Chronic obstructive pulmonary disease,Persons,Western Sydney LHD,9-Oct,224.5,213.2,236.2
Chronic obstructive pulmonary disease,Persons,Western Sydney LHD,10-Nov,221.2,210.2,232.7
Chronic obstructive pulmonary disease,Persons,Western Sydney LHD,11-Dec,221.3,210.5,232.5
Chronic obstructive pulmonary disease,Persons,Western Sydney LHD,Dec-13,232.5,221.6,243.8
Chronic obstructive pulmonary disease,Persons,Western Sydney LHD,13/14,227.7,217,238.7
Chronic obstructive pulmonary disease,Persons,Western Sydney LHD,14/15,240.9,230,252.1
Chronic obstructive pulmonary disease,Persons,Western Sydney LHD,15/16,234,223.6,244.8
Chronic obstructive pulmonary disease,Persons,Western Sydney LHD,16/17,236.6,226.3,247.3
Chronic obstructive pulmonary disease,Persons,Western Sydney LHD,17/18,217.1,207.3,227.2
Chronic obstructive pulmonary disease,Persons,Western Sydney LHD,18/19,226.2,216.4,236.3
Chronic obstructive pulmonary disease,Persons,Western Sydney LHD,19/20,197.4,188.4,206.6
Chronic obstructive pulmonary disease,Persons,Western Sydney LHD,20/21,144.3,136.8,152.1
Chronic obstructive pulmonary disease,Persons,Western Sydney LHD,21/22,121.3,114.5,128.3
Chronic obstructive pulmonary disease,Persons,Nepean Blue Mountains LHD,1-Feb,274.4,254.4,295.6
Chronic obstructive pulmonary disease,Persons,Nepean Blue Mountains LHD,2-Mar,283.1,263.1,304
Chronic obstructive pulmonary disease,Persons,Nepean Blue Mountains LHD,3-Apr,258.3,239.3,278.4
Chronic obstructive pulmonary disease,Persons,Nepean Blue Mountains LHD,4-May,260.4,241.3,280.5
Chronic obstructive pulmonary disease,Persons,Nepean Blue Mountains LHD,5-Jun,258.5,239.7,278.4
Chronic obstructive pulmonary disease,Persons,Nepean Blue Mountains LHD,6-Jul,305.3,285,326.7
Chronic obstructive pulmonary disease,Persons,Nepean Blue Mountains LHD,7-Aug,280.1,260.9,300.2
Chronic obstructive pulmonary disease,Persons,Nepean Blue Mountains LHD,8-Sep,262,243.9,281
